SMILES,ALPHA
*Nc1cc(C(=O)O)c(*)cc1OC,17.446
*O[Si](*)(C)CCCC,13.113
*[Si](*)(C)c1ccc(CCl)cc1,19.995
*C1Nc2ccc(C)cc2C1*,16.539
*[Si](*)(CC)c1ccccc1,17.49
*/C=C/C1CC(*)C2(Cl)OC(=O)OC12Cl,18.218
*CCCCCOCO*,12.479
*[Si](*)(C)c1ccc(C)cc1,17.89
*C/C=C/C(CC)S(*)(=O)=O,14.454
*CC(*)C(=O)C(C)(C)C,12.833
*CC(*)c1ccc(OC)cc1,16.474
*CC(*)OCc1ccccc1,16.273
*C(C)/C=C/C(C)S(*)(=O)=O,15.008
*CCOC(=O)c1ccc(O*)cc1,17.488
*C/C(C)=C/C(C)S(*)(=O)=O,14.817
*C/C=C(\C)C(C)S(*)(=O)=O,14.608
*CCCCCCSS*,16.977
*CC(COC(F)(C(F)(F)F)C(F)(F)F)O*,12.871
*CCOC(=O)c1ccc(O*)c(Cl)c1,19.628
*Cc1ccc(CSSSS*)cc1,26.702
*CCOC(=O)c1ccc(O*)cc1Cl,19.434
*Nc1ccc(CCC(*)=O)cc1,17.215
*NNC(=O)CCCCC(*)=O,14.267
*C(=O)C1CC(OC(C)=O)CN1*,14.352
*NC(C)C(=O)NCCC(*)=O,13.911
*CCN(*)C(=O)c1ccccc1,17.218
*CCCCOC(=O)SSC(=O)O*,19.032
*OC(=O)CCS(=O)(=O)CCC(*)=O,15.256
*NC(Cc1ccccc1)C(*)=O,17.042
*Cc1ccc(COC(=O)O*)cc1,17.339
*N=P(*)(NCC)NCC,14.601
*C1c2cccc3cccc(c23)C1*,20.158
*C1C2CC(C)C(C2)C1*,12.992
*C1CCC2C(*)CCC12,13.139
*N=P(*)(N(C)C)N(C)C,14.356
*CC(*)c1ccc(B(O)O)cc1,17.021
*CC(*)c1ccc(OC)cc1Cl,18.399
*CC(*)c1ccc(S(=O)(=O)O[Na])cc1,19.07
*CC(*)(C)c1ccc(C#N)cc1,18.175
*/C=C(/*)c1ccc2ccccc2c1,22.232
*CC(*)c1ccc(S(=O)(=O)O[Li])cc1,18.762
*CC(*)c1c(F)c(F)c(OC)c(F)c1F,16.445
*/C=C(\C)CC(C#N)CC*,14.586
*CC(*)(C)C(=O)NC1CC1,13.685
*/C=C(/*)c1cccc2ccccc12,21.333
*CC(*)C(=O)N1CCCC1,13.589
*CC(*)n1ccc2ccccc21,18.385
*CC(*)C(=O)N(C)CC=C,14.277
*/C=C/C1CCC(*)(C)C1,13.836
*CC(*)C(=O)Nc1ccccc1Cl,19.417
*CC(*)C(=O)Nc1ccccc1,17.463
*CC(*)C(=O)Nc1cccc(Cl)c1,19.612
*/C=C(/*)c1nc2ccccc2n1C,20.315
*OC1CCCCCC1*,12.598
*C1CCc2ccccc2C1*,16.546
*CC(C[N-][N+]#N)(C[N-][N+]#N)CO*,16.993
*CCCCCc1nnc(*)o1,14.643
*c1cccc(-c2nnc(-c3nnc(*)o3)o2)c1,22.784
*CC(CSCCC)O*,14.897
*/C=C/C1CCCCC1*,13.582
*CC(CC)(CO)CO*,12.175
*CC(CSC(C)C)O*,14.809
*c1ccc(-c2nnc(-c3nnc(*)o3)o2)cc1,22.784
*CC1CC(*)CC(O)C1,12.603
*CC(COC(C)C)O*,12.462
*CC(*)C(=O)Nc1ccc(Cl)cc1,19.725
*c1cc(OCCCC)c(*)s1,17.307
*OC(=O)OC1COC2C(*)COC12,13.867
*c1ccc(-c2ccc([SiH](*)C)s2)s1,25.93
*c1ccc([Si](*)(C)CC=C)s1,20.527
*CCc1nc2cc3sc(*)nc3cc2s1,25.603
*CCCCNC(=O)C(=O)N*,14.005
*c1cc(CCCS(=O)(=O)O)c(*)s1,18.961
*OC1CCC(OC(*)=O)CC1,13.38
*c1ccc2[nH]c3ccc(*)cc3c2c1,22.143
*CCCCc1nnc(*)n1N,14.743
*OC1CCCCC1OC(*)=O,13.419
*N=P(*)(CC)c1ccccc1,18.579
*NC(CC(*)=O)c1ccccc1,17.004
*c1ccc2c(c1)c1ccccc1n2*,22.142
*Nc1c(OC)cc(*)cc1OC,16.968
*c1ccc(*)n1CCC(=O)OC,15.872
*C(=O)C1CC(OC(C)=O)CN1*,14.353
*Nc1cccc(CCC(*)=O)c1,17.14
*c1ccc(*)n1CC(=O)OCC,15.671
*CNC(=O)CCCC(=O)N*,13.968
*Nc1cc(OC)c(*)cc1OC,16.972
*CCN(*)C(=O)c1ccccc1F,17.24
*c1cc(CC(=O)OCC)c(*)[nH]1,15.541
*CCN(*)C(=O)c1cccc(F)c1,17.267
*c1ccc(*)n1C(C)C(=O)OC,15.75
*CCN(*)C(=O)c1c(F)cccc1F,17.231
*c1ccc([Si](*)(C)OS(=O)(=O)C(F)(F)F)s1,20.746
*CCN(*)C(=O)c1cccc(F)c1F,17.299
*CC(C)(N=C=O)C1C(=O)OC(=O)C1*,15.785
*CCN(*)C(=O)c1ccc(F)c(F)c1,17.353
*CCN(*)C(=O)c1cc(F)ccc1F,17.283
*CCN(*)C(=O)c1ccc(F)cc1F,17.311
*CCN(*)C(=O)c1cc(F)cc(F)c1F,17.353
*CCN(*)C(=O)c1cc(F)c(F)cc1F,17.385
*CCN(*)C(=O)c1cc(F)cc(F)c1,17.305
*CCN(*)C(=O)c1c(F)cc(F)cc1F,17.298
*c1ccc([Si](*)(C)C=C)cc1,19.25
*c1ccc([Si](*)(C)OC)cc1,17.69
*CCN(*)C(=O)c1cc(F)c(F)c(F)c1F,17.492
*CCN(*)C(=O)c1c(F)c(F)c(F)c(F)c1F,17.477
*CCN(*)C(=O)c1ccc(F)c(F)c1F,17.397
*CC(*)C[Si](C)(C)C,14.69
*CCN(*)C(=O)c1c(F)cc(F)c(F)c1F,17.381
*CCN(*)C(=O)c1c(F)c(F)cc(F)c1F,17.37
*O[Si](*)(C)c1ccc(C)cc1,18.122
*CC(=O)C1CCC(*)C(=O)C1,14.164
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[Na],19.642
*[Si](*)(C)c1ccc(OC)cc1,18.739
*CCN(*)C(=O)c1ccc(F)cc1,17.289
*Nc1cc(S(=O)(=O)O)c(*)cc1OC,18.801
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,18.322
*C1C2CCC(C2)C1S(*)(=O)=O,14.655
*CCN(*)C(=O)c1c(F)ccc(F)c1F,17.291
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,14.325
*OS(=O)(=O)c1cc(C)c(*)c(C)c1,18.157
*OC(F)(C(=O)N([Li])S(=O)(=O)C(F)(F)C(*)(F)F)C(F)(F)F,16.332
*CCN(*)C(=O)c1cc(F)c(F)c(F)c1,17.421
*/C=C/c1ccc(*)c(C(=O)O[Na])c1C(=O)O[Na],21.678
*OC1CCC(C=C)CC1*,14.515
*CCCCCC(*)C,12.785
*c1ccc2c(c1)Cc1cc(*)ccc1-2,22.1
*/C=C(/*)CN(CC)CC,14.097
*CC(CC)(CC)C(=O)O*,13.358
*CC(C)(C)COC(=O)C(=O)O*,14.502
*C1C2C/C(=C\C)C(C2)C1*,14.994
*C(*)C(=O)OC(C)(C)CC,13.46
*c1nnc(C2CCC(*)CC2)o1,15.464
*CCCCCCC(=O)O*,13.518
*CC1(CO*)CC=CCC1,14.155
*CC(*)C(=O)OCC(C)C,13.644
*CCCOC(=O)CCC(=O)O*,14.316
*c1ccc(-c2ccc(-c3ccc(*)s3)o2)o1,26.511
*OC1CCC(NC(*)=O)CC1,14.141
*CCCCOC(=O)CC(=O)O*,14.472
*/C=C/C1C/C(=C\C)C(*)C1,16.06
*O[Si](C)(C)Oc1ccc(*)cc1,18.084
*CC(*)C(=O)OC(C)(C)C,13.515
*CC(*)C(=O)n1sc2ccccc2c1=O,22.007
*OC1C(CO)OC(*)C(O)C1O,13.41
*CC(*)(CCC)C(=O)OC,13.509
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)o1,29.149
*CC(*)(C)C(=O)OCCC,13.491
*C(C)C(*)C(=O)OCCC,13.448
*/C=C(/*)CNS(=O)(=O)CCC,15.792
*CC(*)(C)C(=O)OC(C)C,13.544
*CCCCCC(Cl)C(*)Cl,16.331
*CCNC(=O)C1CC1C(=O)N*,15.429
*C(C)C(*)C(=O)OC(C)C,13.461
*CCC(C)CCC(=O)S*,15.941
*CC(*)P(=O)(CC)CC,14.355
*CCCCCOC(=O)C(=O)O*,14.551
*CC(*)C(=O)OC(C)CC,13.454
*OC(C)COC(=O)CCC(*)=O,14.439
*CC(COc1c(Cl)cc(Cl)cc1Cl)O*,23.111
*CC(*)C(=O)SC(C)CC,16.204
*CC(*)C(=O)N(O)c1ccccc1,18.015
*CC(C)(CCC)C(=O)O*,13.312
*CC(*)(C)C(=O)OCCCCl,15.333
*OC1C(O)C(*)OC(CO)C1O,13.431
*Oc1cccc(Oc2cccc(*)n2)c1,20.807
*c1cc(-c2ccc(OC)cc2)c(*)s1,22.954
*CC(Cl)(C#N)C1C=CC(*)CC1,17.541
*[Si](*)(CCC)CCC,14.698
*CC(*)C(=O)SCC(C)C,16.211
*CC(*)(CC(=O)OCC)C(=O)O,14.406
*CC(C)(CC)CS(*)(=O)=O,14.458
*OC(C)CCOC(=O)CC(*)=O,14.425
*C[Si](C)(C)[Si](*)(C)C,17.255
*COC1OC(*)C(O)C(O)C1O,13.518
*CCCCCNC(=S)N*,16.911
*c1[nH]c(*)c2c1CCCCC2,15.953
*c1nnc(C2CCCC(*)C2)o1,15.427
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,19.066
*CC(OO*)c1ccc(C)cc1,17.425
*c1ccc([Si](*)(C)N(C)C)s1,19.631
*CCCCOC(=O)SSSC(=O)O*,22.255
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)F,13.886
*CC(*)C(=O)N(O)c1cccc(Cl)c1,20.136
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],15.068
*CCc1ccc(*)c2cccnc12,20.085
*Sc1ccc(-c2ccc(*)cc2)cc1,24.569
*C/C=C/C[Si](*)(C=C)C=C,18.401
*CC(*)C(=O)N(O)c1ccc(Cl)cc1,20.275
*CCCCC(N)C(=O)N*,13.8
*OC(=O)Cc1ccc(CC(*)=O)cc1,18.436
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,13.936
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,14.153
*OC(CC(*)=O)C1CCC=CO1,15.094
*CCNC(=O)c1cccc(O*)c1,18.013
*CC1(C)CC(*)(C)C(=O)OC1=O,14.746
*CCOC(=O)CCCC(=O)O*,14.287
*CCCSC(=O)CCC(=O)S*,19.225
*CCNC(=O)c1ccccc1O*,17.955
*CCCCCNC(=O)N*,13.749
*CCN(*)Cc1ccccc1,17.047
*CC(*)OCCCCC,13.57
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,19.163
*/C(C)=C(/*)[Si](C)(C)CC,16.516
*C(C)C(*)OCC(C)C,13.53
*CC(=O)C(*)c1ccc(C)cc1,17.732
*CC(*)Cc1ccccc1C,17.296
*CC(*)Cc1ccc(C)cc1,17.381
*CC(*)c1ccc2ccccc2c1,21.25
*C(C)C(*)OCCCC,13.429
*CC(C)(C)C1C(=O)OC(=O)C1*,14.643
*CC(*)OCC(C)(C)C,13.599
*CC(*)Cc1cccc(C)c1,17.314
*C(C)C(*)OC(C)(C)C,13.507
*NC(=O)/C=C/C(=O)Nc1nc(*)nc(N)n1,21.008
*CC(*)OC(=O)c1ccc(C)cc1,18.679
*Nc1cc(NC(=O)C(*)=O)ccc1C,19.792
*CC(*)C(=O)c1ccc(OC)cc1,18.89
*NC(Cc1ccc(O)cc1)C(*)=O,17.499
*CC(*)OC(=O)c1ccccc1C,18.437
*CC(*)OC(=O)c1cccc(C)c1,18.494
*Sc1ccc2c(c1)Sc1ccc(*)cc1S2,29.888
*CC(=O)C(*)Cc1c(F)c(F)c(F)c(F)c1F,17.716
*CC(CC(C)C)S(*)(=O)=O,14.441
*CC(*)C(=O)OCCOCC,14.27
*C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,13.818
*CC(*)C(=O)OCCCOC,14.298
*CC(*)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,14.244
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,13.816
*OC(CC(*)=O)C(C)(C)C,13.4
*CCNC(=O)c1ccc(O*)cc1,18.182
*CC(*)OC(=O)C1CCCC1,14.513
*CC(*)C(=O)OCCOCC(F)(F)F,14.369
*CC(CCl)(CCl)COC(=O)C(=O)O*,18.045
*CC(OC)C(C(=O)O)C(*)C(=O)O,14.924
*CC(*)(C)C(=O)OCC(C)O,14.238
*CC(*)(C#N)C(=O)OCC(C)C,15.642
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,14.722
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,14.155
*CC(OC(C)=O)C1C(=O)OC(=O)C1*,15.496
*CC(*)C(=O)Oc1ccc(C(=O)O)cc1,19.409
*CC(CC(C)(C)C)O*,13.375
*Oc1ccc(Oc2cccc(*)n2)cc1,20.83
*CC(CC)(CC)CO*,13.277
*CC(CO*)C(C)(C)C,13.279
*Oc1ccc(Sc2ccc(*)cc2)cc1,24.387
*CCCOC(=O)COCC(=O)O*,15.032
*OC(C)COC(=O)COCC(*)=O,15.11
*CC(CO*)(COC=O)COC=O,15.029
*c1ccc2oc3ccc(S(*)(=O)=O)cc3c2c1,25.271
*CCOC(=O)c1ccc(C(=O)O*)cc1,19.672
*CC(*)C(=O)OCCOC(F)(F)C(F)F,14.365
*CCOC(=O)c1cccc(C(=O)O*)c1,19.47
*OC(=C(C)C)C(C)(C)C(*)=O,15.281
*OC(c1ccco1)C(C)(C)C(*)=O,16.606
*CC(C)(CCC)C(=O)N*,14.05
*CCCCCCC(=O)N*,14.259
*CCCCCCOC(=O)O*,14.285
*Cc1ccc(COC(=O)C(=O)O*)cc1,19.387
*CCOC(=O)NCCNC(=O)O*,15.342
*Oc1ccc(OC(=O)CCC(*)=O)cc1,18.901
*NC(CC(=O)OCCC)C(*)=O,15.174
*NC(C)CCCCC(*)=O,14.444
*CCCC(C)CC(=O)N*,14.151
*CCN(*)C(=O)C(C)(C)C,14.215
*CCN(*)C(=O)CC(C)C,14.365
*O[Si](*)(CCC)CCC,15.102
*CCc1cc(C)c(*)cc1C,17.476
*CCC1(*)CCCCC1,13.652
*CCc1ccc(*)c(CC)c1,17.45
*CCN(*)C(=O)CCCC,14.384
*CCN(*)C(=O)CCC(=O)OC,15.126
*Oc1cccc(OC(=O)CCC(*)=O)c1,19.188
*NC1CC1NC(=O)C1CC1C(*)=O,16.688
*C1CC2C3CC4C(C3*)C24C1,15.252
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O*,14.74
*CCC(*)(C)c1ccccc1,17.29
*NC(CCC(=O)OCC)C(*)=O,15.122
*CC(*)Cn1cc2ccccc2n1,19.993
*/C=C/C(C)C(*)C(=O)OCC,15.32
*CC(*)Cn1ncc2ccccc21,19.43
*NC(CCC(=O)OCCCl)C(*)=O,16.699
*/C(Cl)=C(/*)CCCCCC,16.742
*CCOC(=O)c1ccccc1C(=O)O*,19.152
*CC1CCCC(*)(CO)C1=O,14.459
*CS(=O)(=O)C1CCC(*)S(=O)(=O)C1,17.455
*CC(*)c1ccccc1OC(C)=O,18.018
*CC(C)(/C=C(/*)C)C(=O)OC,15.286
*CC(*)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,17.65
*CCCCSSCCSS*,22.974
*CC(*)(C)C(=O)NC(C)C,14.31
*CC(*)(C)C(=O)NCCC,14.318
*CC(*)C(=O)N(CC)CC,14.189
*CC(*)(C)C(=O)OCc1cccs1,18.852
*C(*)C(=O)OC1CCCCC1,14.465
*CC(*)C(=O)NCC(C)C,14.286
*CC(*)C(=O)OC(OCC)C(F)(F)F,14.449
*CC(*)(C)C(=O)OC1CCC1,14.756
*CC(*)(C)C(=O)N1CCCC1=O,15.469
*CC(*)(C)C(=O)OCc1ccsc1,18.87
*CC(*)(C)C(=O)OCCS(=O)(=O)O[Na],16.805
*/C(C)=C(/*)CCCCC,14.797
*CC(*)(C)C(=O)Oc1c(F)c(F)c(F)c(F)c1F,18.32
*CC(*)(C)C(=O)OCc1csc(*)c1,18.746
*C1C(*)C2CC1C1C=CCC12,15.567
*/C=C/C1CC(*)C2CC=CC12,16.198
*CC(*)C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,14.78
*/C=C/C(C)(C(=O)OC)C(*)C,15.115
*COC1CC2CC(O*)C1C2,14.256
*CC(CCl)(CO*)COC(C)=O,16.033
*OC1OC(*)C2CCCCC12,14.263
*CC1(CO*)CC2C=CC1C2,15.062
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,14.719
*c1nnc(C2CC3(CC(*)C3)C2)o1,17.036
*CC(CS(=O)(=O)CCC)O*,15.272
*/C=C/C1CC(*)C2CC=CC12,16.198
*COC1COC(*)c2ccccc21,18.003
*CC(CS(=O)(=O)C(C)C)O*,15.252
*CC(O)COc1cccc(O*)c1,17.826
*OC1C(CO)OC(*)C(N)C1O,13.993
*CC1(*)OCC(c2ccccc2)O1,17.961
*c1ccc(-c2nnc(*)o2)c(OCC)c1,20.731
*CC(CC)(CC)CS*,15.492
*c1cc(CCCCC)c(*)s1,18.195
*Oc1ccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)cc1,18.4
*/C=C/C=C/c1nc2cc3sc(*)nc3cc2s1,33.097
*c1ccc(Nc2cc(C)c(*)s2)cc1,22.916
*C1=CS/C(=C2\SC=C(c3ccc(*)cc3)S2)S1,34.032
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)[nH]1,30.155
*CCCCOC(=O)/C=C/C(=O)O*,16.576
*CCCCOC(=O)/C=C/C(=O)O*,16.576
*Oc1ccc(C(*)=O)cc1CCC,18.703
*Sc1ccc2c(c1)Sc1cc(*)ccc1N2,28.311
*OC1CCC(OC(=O)C(*)=O)CC1,15.282
*c1cc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c(*)s1,19.935
*c1cc(C(C(=O)OC)C(=O)OC)c(*)s1,19.734
*OC([2H])([2H])C([2H])([2H])OC(=O)c1c([2H])c([2H])c(C(*)=O)c([2H])c1[2H],19.861
*c1ccc(-c2ccc([Si](*)(C)C#C)s2)s1,28.633
*C(=O)N(*)CCCCCC,14.357
*c1ccc(-c2csc(-c3nc(*)cs3)n2)cc1,29.066
*CCC(C)CCC(=O)N*,14.216
*NC(C)(C)C(C)(C)C(*)=O,14.021
*NC(C)(CCC)CC(*)=O,14.234
*c1cccc(N2CC(=O)N(*)CC2=O)c1,19.636
*C1C(=O)N(C(C)(C)C)C(=O)C1*,15.364
*[Si](*)(C)C1CCCCC1,15.688
*C1C(=O)N(C(C)CC)C(=O)C1*,15.467
*[Si](*)(C)CCc1ccccc1,19.563
*CC(CC)N(*)C(=O)CC,14.336
*Cc1ccccc1[Si](*)(C)C,19.273
*O[Si](*)(C)CCCCC,15.111
*CCC1C(=O)N(CC)C(=O)C1*,15.566
*C/C=C(\C)C[Si](*)(C)C,16.463
*C1(C)CC(*)(C)C(=O)N(C)C1=O,15.431
*O[Si](*)(CCC(F)(F)F)CCC(F)(F)F,15.096
*Nc1cccc(NC(=O)/C=C/C(*)=O)c1,21.927
*O[Si](*)(C)CCCC(=O)OC,15.999
*CC(C)C1C(=O)N(C)C(=O)C1*,15.394
*CC(OC=O)C(COC(=O)O*)OC=O,15.74
*CC(OCC)C1C(=O)OC(=O)C1*,15.297
*C1C(=O)OC(=O)C1C(C)(C)C(*)O,15.242
*Nc1ccc(NC(=O)/C=C/C(*)=O)cc1,22.467
*N=P(*)(CCC)CCC,15.789
*OC1C(C)(C)C(*)C1(C)C,14.574
*CC(O)CN(*)c1ccccc1,17.836
*CC1(CO*)CCCCC1,14.263
*CC(COCCCC)O*,14.253
*O[Si](*)(C)CCC(F)(F)C(F)(F)C(F)(F)F,15.45
*c1ccc(-c2nc3ccccc3o2)c(*)c1,24.793
*c1c(*)c2ccccc2c2ccccc12,24.607
*CCCP(*)(=S)c1ccccc1,22.392
*c1cc(*)cc(-c2nc3ccccc3o2)c1,24.794
*CCCCSCCCS*,18.636
*CC(*)(C)C(=O)OCC(O)CO,14.903
*c1ccc(*)c(C(=O)c2ccc(F)cc2)c1,22.542
*CC(*)OC(=O)c1ccc(OC)cc1,19.573
*CC(*)OC(=O)c1ccccc1OC,19.355
*c1ccc(*)c(C(=O)c2ccccc2)c1,22.492
*CCOC(=O)Cc1ccc(O*)cc1,18.887
*C(C)/C=C(\C)C(C)S(*)(=O)=O,16.332
*OC(C)CNC(=O)CC(*)C,14.802
*CC(*)OC(=O)c1cccc(OC)c1,19.315
*CC(*)OC1CCCCC1,14.5
*CCN(*)C(=O)c1ccc(C)cc1,19.377
*C1C(=O)N(Nc2ccccc2)C(=O)C1*,19.747
*[Si](*)(c1ccccc1)c1ccccc1,24.033
*OC(=O)CCCCCCC(*)=O,15.314
*CCCN(*)C(=O)c1ccccc1,19.144
*CC(Cc1ccccc1)S(*)(=O)=O,19.109
*CCOC(=O)c1ccc(O*)c(C)c1,19.425
*CNC(=O)CCCCC(=O)N*,15.958
*/C=C/C(C)(C)CC(C#N)C*,16.442
*CC1(*)CC(=O)N(c2ccccc2)C1=O,20.201
*C1C(=O)N(c2ccccc2C)C(=O)C1*,20.065
*CCC(C#N)C/C(C)=C(/*)C,16.371
*OC1CCCCCCC1*,14.689
*CC(CSCCCC)O*,16.72
*CCOC(=O)c1ccc(O*)cc1C,19.358
*CCCCCCc1nnc(*)o1,16.367
*CC(*)C(=O)OCCN(C)C,15.024
*CCCOC(=O)c1ccc(O*)cc1,19.386
*CC(*)N1CCCCCC1=O,15.104
*OCCOc1cc(*)nc2ccccc12,21.625
*O/C(=C/CC)C(CC)C(*)=O,15.389
*CC(*)C(=O)Nc1ccccc1C(=O)O,20.59
*OC(=O)CS(=O)(=O)CCS(=O)(=O)CC(*)=O,19.587
*CC(=O)OC(=O)COc1cccc(O*)c1,19.976
*CC(COC(C)(C)C)O*,14.128
*c1nc2cc3nc(-c4ccc(*)o4)[nH]c3cc2[nH]1,27.503
*CC(C)(CO*)COCC(F)(F)F,14.224
*CCOCCOC(=O)/C=C/C(=O)O*,17.523
*C(=O)c1cccc(C(=O)N2COCN2*)c1,20.744
*Oc1cccc(OC(=O)C2CC2C(*)=O)c1,20.192
*Oc1cccc(C(=O)c2ccc(*)cc2)c1,23.338
*Oc1cccc(Oc2cccc(*)c2)c1C#N,24.118
*c1sc(*)c(OCCCC)c1C,18.991
*c1nc(C)nc(N(*)c2ccccc2)n1,22.477
*c1ccc(*)c(C(=O)c2c(F)c(F)c(F)c(F)c2F)c1,22.668
*CC(*)c1ccc(C(O)C(F)(F)F)cc1,18.22
*CCC(C)O[Si](C)(C)O*,15.224
*c1nc(-c2ccccc2)nc(N(*)C)n1,22.212
*CC(=O)OC(=O)COc1ccc(O*)cc1,20.036
*Oc1cccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)c1,18.37
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)n1,31.51
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)cn1,31.307
*c1sc(*)c2nc(CC)c(CC)nc12,23.095
*CCCc1nc2cc3sc(*)nc3cc2s1,27.327
*C(=O)c1ccc(N(*)CCC)cc1,20.602
*C1OCCCC1C1C(=O)OC(=O)C1*,16.349
*c1ccc([Si](*)(C)c2ccccc2)s1,24.857
*Sc1ccc(/N=N/c2ccc(*)cc2)cc1,29.899
*c1ccc([Si](*)(C)OCC)cc1,19.762
*c1ccc2c(c1)c1cc(*)ccc1n2C,24.153
*c1ccc([SiH](*)c2ccccc2)cc1,24.034
*CCCCCc1nnc(*)n1N,16.682
*CCCCNC(=O)CC(=O)N*,15.8
*CC(*)CC[Si](C)(C)C,16.419
*c1ccc([Si](*)(C)CC=C)cc1,21.38
*O[Si](*)(CCC)c1ccccc1,19.573
*c1ccc(-c2ccc([Si](*)(C)C)s2)s1,27.514
*OC(COc1ccccc1)CC(*)=O,18.957
*CC1(C(=O)O)COCC(*)(C(=O)O)C1,15.816
*CC(*)(C)C(=O)O[Si](C)(C)C,16.759
*CC(*)C(=O)c1ccc(C)c(C)c1,19.818
*CC(*)c1ccc(C(=O)CC)cc1,19.827
*NC(CCCCSC)C(*)=O,17.396
*CC1(CO*)CC=C(C)CC1,16.037
*CC(COc1ccc(C)cc1)O*,19.077
*CC(*)P(=O)(OCC)N(C)C,16.13
*CC(*)(C)C(=O)OCC(C)C,15.274
*CC(*)OC(=O)CCCCC,15.39
*Sc1ccc(Nc2ccc(*)cc2)cc1,25.924
*CCC(=O)OC(=O)CCc1ccc(*)s1,21.131
*C1C(=O)N(c2cccc(C(=O)O)c2)C(=O)C1*,21.353
*c1ccc([Si](*)(C)OS(=O)(=O)C(F)(F)F)cc1,21.521
*c1ccc(-c2nc3cc4sc(*)nc4cc3s2)cc1,34.176
*CCCCCCCC(=O)O*,15.508
*/C=C/C1CC(*)C(C(=O)OC)C1,16.516
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,28.365
*CCCCCCOC(=O)C(=O)O*,16.25
*CCCOC(=O)CCCC(=O)O*,15.957
*CCCCOC(=O)CCC(=O)O*,15.935
*CC1CC(*)OC(CCC)O1,15.194
*NC(C)C(=O)NCCCC(*)=O,15.49
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,15.924
*CCOC(=O)CCCCC(=O)O*,15.829
*CCCC(C)CCC(=O)O*,15.376
*NC(CC(*)=O)C(=O)OCCOC,15.61
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,24.379
*C[Si](*)(CCC)CCC,16.63
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,15.808
*OC(C)CCCC(C)C(*)=O,15.45
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15.945
*CC(C)(C)COC(=O)CC(=O)O*,16.137
*CCSC(=O)CCCCC(=O)S*,20.708
*OC(C)COC(=O)CCCC(*)=O,15.997
*C12CC3CC(C1)CC(*)(C3)C2,15.519
*CCNC(=O)c1ccc(C(=O)N*)cc1,21.111
*N=P(*)(OCCC)OCCC,16.41
*CC(F)(F)C1(F)C(*)CC(O)(C(F)(F)F)C1(F)F,14.662
*/C(=C(/*)c1ccccc1)c1ccccc1,26.793
*O[Si](*)(c1ccccc1)c1ccccc1,24.257
*C1C(*)C2CC1C1CCCC21,15.639
*CCC(C(=O)OC)C(*)C(=O)OC,15.939
*/C(=C(/*)c1ccccc1)c1ccccc1,26.793
*Oc1ccc(OC(=O)C2CC2C(*)=O)cc1,20.604
*CCC(C)(C)C(*)(C)C,14.35
*CC(*)(C)c1ccc2ccccc2n1,22.233
*CC(CC(*)(C#N)C#N)c1ccc(F)cc1,20.981
*N=P1(*)Oc2ccccc2-c2ccccc2O1,25.497
*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,23.22
*CC(*)C(=O)OCCCCC,15.336
*CC(*)C(=O)N(CC=C)CC=C,17.848
*CC1(CO*)CC2CCC1C2,15.259
*C(C)C(*)C(=O)OCCCC,15.457
*Oc1ccc(SSc2ccc(*)cc2)cc1,27.875
*C(C)C(*)C(=O)OC(C)(C)C,15.328
*/C=C/C1CC(*)C(C#N)(CC)C1,17.644
*CC(CO*)(CSC)CSC,19.261
*CCC(C)C(*)(C)C(=O)OC,15.128
