SMILES,ALPHA
*C([2H])([2H])C(*)(C([2H])([2H])[2H])C([2H])([2H])[2H],7.567
*N=P(*)(OC)OC,9.381
*c1nnc(C2CC2*)o1,10.507
*c1ccc2nc(*)oc2c1,12.791
*OC(CC(*)=O)C(Cl)Cl,12.095
*/C=C(/*)C(=O)CC,9.439
*CC(*)OC(=O)C(Cl)(Cl)Cl,13.986
*CC(*)C(=O)OC([2H])([2H])[2H],8.247
*CCCC(*)Cl,9.303
*OC(CC)C(*)=O,8.212
*C1C=C(C)C(*)S1,11.253
*c1cc(CC(=O)Cl)c(*)s1,15.261
*Nc1ccc(*)cc1,11.613
*CC(Cl)C(Cl)C(*)Cl,12.987
*C(=O)OC1=NCCN1*,9.799
*/N=C1\C=CC(*)C=C1Cl,13.375
*CC1(*)CC(=O)OC1=O,9.512
*/N=C(/*)c1cccnc1,12.342
*/N=C(/*)c1ccncc1,12.301
*C(F)(F)C1(*)OC(F)(F)C(F)(F)O1,8.543
*c1cnc(*)c(C)c1,11.076
*ON(C(F)(F)F)C(F)(Cl)C(*)(F)F,9.981
*c1cc(C)c(*)cn1,11.079
*NC1=CC(=O)C(*)=CC1=O,12.912
*Nc1cc(Cl)c(*)cc1Cl,15.712
*Nc1c(Cl)cc(*)cc1Cl,15.544
*Nc1c([2H])c([2H])c(*)c([2H])c1[2H],11.613
*Nc1cnc(*)c(O)c1,11.647
*Nc1cc(F)c(*)cc1F,11.58
*C(C)C(*)OC,8.244
*CC(*)(C)OC,8.23
*CC(*)SCC,10.548
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,8.814
*CC(*)OCCCl,10.087
*CC(*)OCC(F)(F)F,8.461
*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,9.112
*/C=C/C(C)C*,9.229
*/C=C/C(C)C*,9.229
*CC(*)/C=C/C,9.245
*OC(*)CCC,8.106
*OC(*)C(C)C,8.173
*CC(CC)O*,8.128
*CC(C)(CCl)O*,9.957
*OC(C)C(*)C,8.188
*CCCCO*,8.17
*OC(F)(F)C(F)(F)C(F)(F)C(*)(F)F,8.755
*CCC(C)O*,8.179
*CC(C)CO*,8.164
*CC(CC(Cl)(Cl)Cl)O*,13.786
*OC(CCl)C(*)CCl,11.766
*CCOCC(=O)O*,9.088
*CC(CCl)(CCl)O*,11.699
*SC(C)C(*)C,10.39
*CC(C)(C)S*,10.51
*CCC(C)S*,10.46
*CCCCS*,10.43
*CC(CC)S*,10.339
*Oc1cccc(C(*)=O)c1,13.114
*Oc1ccc(C(*)=O)cc1,13.316
*C(=O)C(O)c1ccc(*)s1,13.678
*CCCC(=O)N*,8.958
*NC(C)CC(*)=O,9.015
*CCC(=O)N(*)C,8.985
*CC(C)C(=O)N*,8.933
*CCN(*)C(C)=O,9.008
*O[Si](*)(C)CC,9.717
*C(O)C(*)(C)C,8.158
*CC(*)OC(=O)OC([2H])([2H])[2H],8.96
*CCN(*)C(=O)C(Cl)Cl,13.305
*/C=C(/*)CCC,9.068
*CC(*)OCC(=O)O,9.021
*CC(*)C(=O)NC,8.985
*CC/C(C)=C(/*)Cl,11.053
*/C=C/C(*)(C)C,9.229
*c1sc(*)c2c1OCCO2,13.622
*CCCC(*)C#N,9.427
*C1CC(*)OC(O)O1,8.77
*c1cc(CC)c(*)s1,12.898
*/C(=C(\[2H])C([2H])([2H])C(*)([2H])[2H])C([2H])([2H])[2H],9.365
*CCN(*)C(=O)C(Cl)(Cl)Cl,14.622
*c1cc2sc(*)c(C)c2s1,17.07
*c1sc(*)c2ccccc12,16.549
*c1sc(*)c(C)c1C,12.894
*c1cc2sc3cc(*)sc3c2s1,21.545
*c1ccc([SiH](*)C)s1,14.973
*c1cc(CC(=O)O)c(*)s1,13.664
*OC(C=C)CC(*)=O,9.971
*C(=S)N(*)CCC,12.359
*C(=O)N(*)CCC,9.036
*CC(=O)NCC(=O)O*,9.746
*CCCN(*)C=O,9.036
*c1ccc2[nH]c(*)nc2c1,13.683
*CCCOC(=O)O*,8.826
*OC(C)COC(*)=O,9.019
*NC(C)(C)C(*)=O,9.041
*Nc1ccc(*)cc1O,12.319
*[SiH](*)c1ccccc1,14.039
*Oc1ccc(C(*)=O)cc1Cl,15.327
*/C=C/c1ccc(*)nc1,13.364
*[SiH2]c1ccc(*)cc1,14.054
*c1ccc(*)n1C(=O)NO,12.045
*/C=C/C=C/CC*,12.045
*CC(COC)O*,8.871
*CC1CC1CO*,9.353
*C1C=CC(*)CC1,10.18
*c1ccc(S(*)(=O)=O)cc1,13.746
*/C=C/C(C*)OC,9.949
*/C=C/C(C*)OC,9.949
*c1cc(C=O)cc(*)c1O,13.316
*c1cc(*)c(O)c(C=O)c1,13.18
*C/C=C/CS(*)(=O)=O,11.271
*CCS/C(=N\C)S*,14.858
*C(=O)N(*)c1ccccc1,13.781
*CNC(=O)CC(=O)N*,10.528
*C(=O)C1CCCN1*,10.097
*Nc1cccc(C(*)=O)c1,14.038
*Nc1ccc(C(*)=O)cc1,14.455
*/C(C)=C(/*)SCC,12.64
*CC(*)OCC(N)=O,9.726
*CC(*)C(=O)CC,9.364
*COCC(C)O*,8.913
*CCSCCO*,11.181
*C1C=C(C)C(*)C1,10.299
*OC1CCCC1*,9.153
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,9.374
*Oc1ccc(OC(*)=O)cc1,13.35
*OS(=O)(=O)c1ccc(*)cc1,14.222
*C1CCOC1(*)C,9.243
*CC(O*)c1ccco1,11.394
*CC(CSC)O*,11.235
*CC(*)C(=O)NCO,9.565
*C#CC#Cc1cc2sc(*)cc2s1,25.834
*c1cc2c(s1)-c1sc(*)cc1C2=O,20.888
*OC(CC(*)=O)C1CO1,10.133
*Nc1c(Cl)cc(C(*)=O)cc1Cl,18.508
*CCN(*)C(=O)CO,9.59
*CCCNC(=O)O*,9.512
*NC(C=C)CC(*)=O,10.748
*N(C)[Si](*)(C)C,10.484
*CCc1cnc(*)cn1,12.274
*C(=S)N(*)c1ccccc1,17.06
*CCc1nnc(*)n1N,11.182
*c1nc2c(n1C)C(=O)N(*)C2=O,13.842
*C1=NC2=CC(*)C=CC2=C1,14.931
*c1[nH]c(*)c(C(=O)O)c1C,12.362
*c1[nH]c2ccccc2c1*,14.624
OCC(*)=C=C=C(*)CO,14.317
*O[Si](*)(C)CCC#N,11.737
*Cc1cccc(*)c1O,12.532
*Nc1ccc(*)cc1[N+](=O)[O-],14.453
*NC(CC(N)=O)C(*)=O,10.402
*CCN(*)CC,8.963
*C#CC#Cc1ccc(*)cc1,18.869
*CC(*)[SiH2]CC,11.275
*CCCN(*)C,8.881
*C(*)C(=O)OCCC,10.066
*CC(*)c1ccncc1,12.877
*CCSSCCO*,14.386
*C1C=CC(S(*)(=O)=O)C1,11.939
*CC(*)CCC(F)(F)F,9.362
*CCCCC(=O)O*,10.001
*CC1CC(*)OCO1,9.746
*CC(*)C(=O)OCC(F)(F)F,10.232
*CC(C)(C)C(=O)O*,9.982
*OC(CC)CC(*)=O,10.131
*CC(*)OC(=O)C(F)(F)C(F)(F)F,10.399
*CCCC(Cl)C(*)Cl,12.823
*CC(*)C(F)(F)C(F)(F)C(F)(F)F,9.651
*OC(C)COC(=O)C(*)=O,10.961
*CC(CCl)(CCl)C(=O)O*,13.555
*OC(C(*)=O)C(C)C,10.021
*C1OC(C(F)(F)F)(C(F)(F)F)OC1(*)F,10.239
*CCCOC(=O)C(=O)O*,10.938
*OC(CC(*)=O)C(C)(Cl)Cl,13.778
*CCCC(*)C,9.328
*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,12.138
*/N=C(O)/N=C(\*)N=C(N)N,13.326
*/C=C/C1=C(O)C(O)=C(*)C1,14.212
*OC(=O)c1ccc(C(*)=O)cc1,15.398
*OC(=O)c1cccc(C(*)=O)c1,15.205
*/C=C(/*)c1cccc(C#C)n1,17.174
*C(=O)C1CC(O)CN1*,10.729
*CCC(*)OC(C)=O,10.066
*CCCCS(*)(=O)=O,11.078
*C(c1ccoc1)C(*)[N+](=O)[O-],12.594
*CC1CC(*)C(=O)OC1=O,11.313
*C(*)C(=O)OC(C)C,10.075
*CC(*)(CC(=O)O)C(=O)O,10.754
*C(C)C(*)C(=O)OC,10.087
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],10.006
*CC(*)C(=O)NC(C)=O,10.998
*CC(*)C1=NCCN1,10.862
*OC1C=CC(*)CC1,10.871
*CCC(Cl)C(*)C,11.05
*CC(*)C(C)C(F)(F)F,9.273
*CCCC(*)(C)Cl,11.019
*CC(*)C(=O)OC(Cl)C(Cl)(Cl)Cl,17.613
*OC1CCCC(*)O1,9.79
*c1cccc(-c2nnc(*)o2)c1,16.032
*c1ccc(-c2nnc(*)o2)cc1,16.032
*CCCCC(=O)S*,12.451
*C1Oc2ccccc2C1*,13.688
*C(F)(F)C(F)(F)C(F)(F)C(*)(F)C(F)(F)F,9.95
*C(F)(F)CC(F)(F)C(*)(F)C(F)(F)F,9.723
*C(F)(F)C1(*)OC(F)(F)C(F)(C(F)(F)F)O1,10.388
*CCOC(=O)CC(=O)O*,10.752
*C1OCOC(C(*)(F)F)C1(F)F,9.987
*OC(C)(CC(*)=O)C(F)(F)F,10.111
*C(F)(F)C1(*)OC(F)(F)C(F)(C(F)(F)F)O1,10.387
*OC(C)C(=O)OCC(*)=O,10.803
*C(=O)N(*)C(C)C(C)=O,10.942
*C(=O)Nc1nc(C#N)c(*)n1C,14.779
*C(=O)Nc1nc(*)c(C#N)n1C,14.752
*c1nc(C)nc(N(*)C)n1,13.077
*N(C)[Si](*)(C)C=C,12.195
*/N=C1\C=CC(*)C=C1C,13.329
*Sc1ccccc1NC(*)=S,20.216
*Nc1ccc(*)cc1C(=O)O,14.634
*c1[nH]c(*)c2c1CCC2,12.543
*[Si](*)(C)CCC,11.338
*/C=C/c1ccc(*)n1C,14.014
*c1[nH]c2ccc(C#N)cc2c1*,17.337
*[Si](*)(CC)CC,11.161
*[Si](*)(C)CCC(F)(F)F,11.353
*NC(=S)Sc1cc(N)nc(*)n1,19.81
*NS(=O)Nc1cccc(*)n1,15.894
*CC(*)(F)C(=O)OCC,10.077
*CC(*)c1ccc(Cl)cc1,15.807
*C(C)C(*)OCC,9.992
*CC(*)c1ccc(F)cc1,13.65
*CC(*)OCCC,10.045
*CC(*)c1c(Cl)cccc1Cl,17.53
*CC(*)C(=O)OCC=C,11.881
*CC(*)(F)C(=O)OCC(F)(F)F,10.323
*CC(*)C(=O)OCCO,10.668
*/C=C/CCCC*,11.037
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,14.087
*CC(*)(F)C(=O)OCC(Cl)(Cl)Cl,15.765
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,10.455
*CC(C)/C=C(/*)C,10.972
*OC(*)CCCC,9.918
*OC(C)(C)C(*)C,9.903
*CC(C)(C)CO*,9.911
*OC(*)CCC(=O)OC,10.75
*/C=C/C(C*)CC,11.008
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,10.923
*CC(CCl)(CCl)CO*,13.418
*CC(C)(C)CS*,12.13
*CC(O*)C(C)C,9.887
*CCCCCS*,12.197
*CC(S*)C(C)C,12.063
*/C=C/C(C*)(C(F)(F)F)C(F)(F)F,11.135
*/C(C)=C(/*)C(C)C,11.29
*O[Si](*)(CC)CC,11.485
*/C(C)=C(/*)CCC,11.293
*O[Si](*)(C)CCC,11.621
*/C=C(/*)C(C)(C)C,11.036
*CCC(C)CO*,9.825
*CCc1ccc(*)cc1,13.683
*CC(C)(C)C(=O)N*,10.646
*CCc1cccc(*)c1,13.684
*c1ccc(C(*)C)cc1,13.684
*/C=C(\C)C(C)C*,10.948
*C1CCCCC1*,10.233
*CC(C)/C=C(/*)C,10.972
*C(=O)N(*)CCCC,10.811
*CCN(*)C(=O)CC,10.75
*Cc1cccc(C(=O)O*)c1,14.769
*O[Si](*)(C)CCC(F)(F)F,11.675
*CC(*)CCCO,9.975
*NC(C(*)=O)C(C)C,10.612
*CCCN(*)C(C)=O,10.818
*CCOCCC(=O)O*,10.821
*CCc1ccc(*)c(Cl)c1,15.738
*CCOC(=O)/C=C/C(=O)O*,13.048
*CC(*)C(=O)NCC,10.742
*CCCCC(=O)N*,10.748
*N1CCOC1(*)CC,10.436
*CCc1cc(Cl)c(*)c(Cl)c1,17.881
*CCC1CC(=O)N(*)C1=O,12.05
*c1ccc([Si](*)(C)C)s1,16.65
*c1cc(C(=O)CC)c(*)[nH]1,13.529
*N=P(*)(CC)CC,12.184
*CC(*)OC(=O)CCC#N,12.044
*/C(Cl)=C(/*)CCCC,12.907
*c1[nH]c(*)c(OC)c1OC,12.789
*B1NBN(*)B(CC)N1,12.421
*C(=O)N(*)CC(C)C,10.786
*Cc1ccc(C(=O)O*)cc1,14.9
*NC(C)(C)CC(*)=O,10.774
*Nc1ccc(*)cc1OC,14.251
*CC(*)(C)C(=O)OCC#N,11.97
*CCC(O*)(C(F)(F)F)C(F)(F)F,10.149
*c1cccc([SiH](*)C)c1,15.808
*CC(*)C(=O)NCC(F)(F)F,10.9
*c1ccc([SiH](*)C)cc1,15.808
*[Si](*)(C)c1ccccc1,15.809
*Nc1ccc(*)cc1CO,14.161
*CC(CS(C)(=O)=O)O*,11.759
*c1cc(CC(=O)OC)c(*)s1,15.4
*/C=C(/*)c1ccc([N+](=O)[O-])cc1,16.959
*CC(*)OCC(=O)OC,10.753
*CC(=O)NC(C)C(=O)O*,11.558
*c1ccc(N2C(=O)N(*)C2=O)cc1,16.431
*NC(CC(*)=O)C(=O)OC,11.471
*CCN(*)C(=O)C(F)(F)C(F)(F)F,11.179
*c1ccc([Si](*)(C)Cl)cc1,17.406
*NC(CCC(*)=O)C(=O)O,11.642
*NC(C)C(C)C(*)=O,10.616
*NC(CC)CC(*)=O,10.794
*c1ccc2cc(*)ccc2c1,17.165
*c1ccc(*)n1CC(=O)NO,13.557
*CC(*)(C)c1ncncn1,13.064
*C/C=C/C(C)S(*)(=O)=O,13.073
*CC(*)OC(=O)OCC(Cl)(Cl)Cl,16.458
*c1[nH]c2cc([N+](=O)[O-])ccc2c1*,17.614
*CC(*)OC(=O)OCC(F)(F)F,10.861
*c1[nH]c2ccc([N+](=O)[O-])cc2c1*,17.429
*CCCCOCO*,10.669
*NC(CCC(=O)O)C(*)=O,11.608
*CC(COCC)O*,10.716
*c1ccc2ccc(*)cc2c1,17.165
*CCCCSCS*,15.455
*CC(C)(CO)CO*,10.466
*SC1CCCCC1*,13.293
*c1ccc(*)c2ccccc12,17.165
*c1cccc2c(*)cccc12,17.165
*SC1CCCC(*)C1,13.293
*NC(C)(CC)C(*)=O,10.667
*CC(*)OCCOC,10.708
*c1cc(C(F)(F)C(F)(F)C(F)(F)F)c(*)s1,14.924
*CC(*)c1ccc(C#N)cc1,16.347
*CCOCC(CCl)O*,12.468
*Oc1ccc(CC(*)=O)cc1,14.654
*CC(S*)c1ccccc1,16.736
*NC(COC(C)=O)C(*)=O,11.398
*CCC(=O)NCC(=O)N*,12.276
*CCCCCSS*,15.22
*OC(=O)CCCCC(*)=O,11.988
*c1cc2cccccc-2c1*,19.025
*CC(O*)C1CC(F)(F)C1(F)F,11.228
*/C=C(/*)c1nc2ccccc2[nH]1,18.663
*CC(*)(C)C(=O)OCC#C,13.084
*CCCCOC(=O)O*,10.745
*CCc1ccc(*)c(C#N)c1,16.181
*C(=O)NNC(=O)c1cnc(*)cn1,15.473
*/C=C(/*)c1cc(C)sc1C,17.387
*Sc1cc(C)c(*)cc1C,17.018
*C/C=C(\C)CS(*)(=O)=O,12.947
*Oc1ccc(/C=C/C(*)=O)cc1,18.712
*CC(*)c1cccc(O)c1,14.425
*CC(*)N1CCCC1=S,14.811
*C(=O)C(O)c1ccc(*)cc1,14.494
*CC(*)c1ccccc1O,14.349
*/C=C(/*)OCCCC,12.004
*/C=C(/*)c1cc(C(F)(F)F)sc1C(F)(F)F,17.456
*Cc1ccc(CO*)cc1,14.534
*CC(*)c1nc(N)nc(N)n1,14.632
*NC(CCSC)C(*)=O,13.791
*C1CC(C)(C)OC1*,10.947
*NC1CCCC1C(*)=O,11.773
*CC(CSCC)O*,13.107
*CCCCc1nnc(*)o1,12.804
*c1ccc([Si](*)(C)F)cc1,15.308
*CCOCCOC(=O)O*,11.429
*/C=C/c1ccc(*)c2occc12,18.11
*CC(*)C(=O)NCCO,11.395
*O[Si](*)(C)c1c(F)c(F)c(F)c(F)c1F,16.132
*c1sc(*)c2nc(C)c(C)nc12,19.363
*Cc1nc2cc3sc(*)nc3cc2s1,23.628
*CC(*)OC(=O)CC(C)=O,11.953
*/C=C/c1ccc(*)c2sccc12,20.568
*c1ccc([Si](*)(C)C=C)s1,18.504
*C(=O)c1ccc(N(*)C)cc1,16.669
*CC(*)C(=O)NC1CC1,11.972
*c1cc(-c2ccc(F)cc2)c(*)s1,19.858
*c1cc(-c2ccccc2)c(*)s1,19.915
*CCS/C(=N\CC)S*,16.683
*CC(C)CNC(=O)O*,11.247
*CCCCNC(=O)O*,11.352
*NC(Cc1c[nH]cn1)C(*)=O,14.027
*/C(=N\CC)N(*)CC,12.147
*/C=C(/*)c1cc(C(F)(F)F)oc1C(F)(F)F,15.172
*c1cc(CCS(=O)(=O)O)c(*)s1,17.166
*[Si](*)(OCC)OCC,12.045
*c1ccc(*)n1C(=O)OCC,14.207
*c1ccc(*)n1CC(=O)OC,14.034
*/C=C/c1ccc(*)c2c1C(=O)OC2=O,18.619
*CCN(*)C(=O)C1CC1,12.165
*O[Si](*)(C)c1ccccc1,16.067
*NC(C)C(=O)NCC(*)=O,12.279
*Nc1cccc(CC(*)=O)c1,15.528
*N=P(*)(C)c1ccccc1,16.727
*CC(=O)C1CCC(*)C1=O,12.391
*CCN(*)C(=O)c1cccs1,16.488
*Cc1cc(*)c(O)cc1C,14.442
*C1C=CC(S(*)(=O)=O)CC1,13.822
*C(=O)NNC(=O)c1ccc(*)nc1,16.086
*CC(*)c1cccc(C)n1,14.915
*CC(*)C(=O)c1ccccc1,15.797
*CC(*)c1ccc(C)nc1,14.933
*CC(*)C(=O)OCCC,11.819
*C(=O)NNC(=O)c1cccc(*)n1,16.889
*CC(*)C(=O)OC(C)C,11.818
*CC(*)OC(=O)c1cccnc1,15.709
*CC(*)OC(=O)c1ccncc1,15.652
*CC(*)C(=O)c1ccc(Cl)cc1,18.07
*/C=C(/*)C(=O)c1ccccc1,16.15
*CCSSSSCCO*,20.833
*C(c1ccccc1)C(*)[N+](=O)[O-],16.04
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,12.218
*Nc1ccc(CC(*)=O)cc1,15.603
*CC(*)(C)C(=O)OCC(F)(F)F,11.985
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,12.253
*CC(COCC=C)O*,12.503
*CC(COCC=C)S*,14.789
*OC(=O)CCSCCC(*)=O,15.149
*CCOC(=O)CCC(=O)O*,12.506
*CC1CC(*)OC(C)O1,11.552
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,12.324
*CC(CO)(CO)CO*,10.992
*CCCCCC(=O)S*,14.354
*Cc1ccc(CSS*)cc1,20.624
*CC(C)(CC)C(=O)O*,11.657
*OC(CC)(CC)C(*)=O,11.635
*OC(CC(*)=O)C(C)C,11.782
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,15.899
*CCC[Si](*)(C)C,13.029
*CCCCOC(=O)C(=O)O*,12.765
*CCCOC(=O)CC(=O)O*,12.653
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,13.974
*N=P(*)(OCC)OCC,12.991
*NNC(=S)c1ccc(C(*)=S)cc1,24.941
*CC(*)[Si](C)(C)C,12.831
*CCCC(*)CC,11.093
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,13.174
*CC(*)c1ccc(O)c(O)c1,15.227
*CC(*)c1ccc([N+](=O)[O-])cc1,16.256
*CC(*)c1cc(O)ccc1O,15.049
*C(=O)NC1CCCC(*)O1,12.502
*CC(F)(F)CC(*)(C(F)(F)F)C(F)(F)F,11.395
*CCCCCS(*)(=O)=O,13.009
*/C=C/C(CN)C(*)C(=O)O,12.891
*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,18.286
*/C(SCC)=C(/*)SCC,17.648
*/C=C/C(CN)C(*)C(=O)O,12.888
*CC(*)S(=O)c1ccccc1,17.391
*CC(*)(CC(=O)OC)C(=O)O,12.564
*C(=O)OC1CCN(*)CC1,12.4
*CC(*)n1nnc2ccccc21,16.774
*C(*)C(=O)OC(C)(C)C,11.769
*CC(*)C(=O)SCCC,14.476
*/C=C(/*)CNS(=O)(=O)CC,13.832
*CC(*)C(=O)SC(C)C,14.33
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])C([2H])([2H])[2H])C([2H])([2H])[2H],11.764
*C(C)C(*)C(=O)OCC,11.75
*C1C=CC(C(*)(C)C)=C1,13.797
*CC(*)C(=O)NCP(=O)(O)O,13.476
*OC1CC(C)CC(*)O1,11.52
*COC1CCC(*)OC1,11.58
*c1cncc(-c2nnc(-c3nnc(*)o3)o2)n1,21.294
*/C=C/C1CC(*)C(C#N)C1,14.036
*/C=C/c1csc(-c2cc(*)cs2)c1,23.913
*c1cc2c(s1)-c1sc(*)cc1C2=C(C#N)C#N,28.732
*c1cc(OCCOC)c(*)s1,16.084
*C(F)(F)C1(*)OC(F)(C(F)(F)F)C(F)(C(F)(F)F)O1,12.317
*C#CC#Cc1ccc(-c2ccc(*)s2)s1,30.173
*CC(SS*)c1ccccc1,19.455
*OC(C)CCOC(=O)C(*)=O,12.635
*OC(CC(C)C)C(*)=O,11.788
*CCC(C)CC(=O)O*,11.661
*CCSC(=O)CCC(=O)S*,17.465
*NNC(=O)c1cccc(C(*)=O)c1,17.385
*NNC(=O)c1ccc(C(*)=O)cc1,17.583
*Nc1ccccc1/C=C/C(*)=O,19.082
*Nc1cccc(/C=C/C(*)=O)c1,19.267
*Nc1ccc(/C=C/C(*)=O)cc1,20.165
*ON(C(F)(F)F)C(F)(F)C(*)(F)SC(F)(F)F,13.285
*c1[nH]c(*)c2c1CCCC2,14.226
*[Si](*)(C)CCCC,13.162
*c1cc(-c2ccccc2)c(*)[nH]1,18.329
*c1ccc(-c2ccc(*)nc2)cn1,18.998
*CCc1cc(O)c(*)cc1O,15.038
*Nc1ccc(*)cc1CC,15.217
*CC(O)C(O)COC(=O)O*,11.777
*c1ccc([Si](*)(C)C#C)cc1,18.729
*c1cc(OC)c(*)cc1OC,15.332
*CC1CC(*)(C)C(=O)OC1=O,13.075
*CC(=O)CC(*)c1ccco1,14.39
*CC(*)OCC(C)C,11.784
*CC(*)(F)C(=O)OCCC,11.884
*CC(*)OCCCC,11.791
*CC(*)OC(C)(C)C,11.734
*CC(=O)C(*)c1ccccc1,15.584
*C(C)C(*)OCCC,11.802
*CC(*)OC(C)CC,11.775
*CC(*)SCCCC,14.017
*CC(*)(F)C(=O)OCC(F)(F)C(F)F,12.127
*C(C)C(*)OC(C)C,11.716
*CC(*)c1ccccc1C(=O)O,16.482
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,12.243
*CC(*)OC(=O)c1cccc(Cl)c1,18.679
*CC(*)c1nc(C)nc(C)n1,15.161
*Nc1ccc(*)c2ccccc12,18.81
*CC(*)(F)C(=O)OC(C(F)(F)F)C(F)(F)F,12.309
*/C(C)=C(/*)[Si](C)(C)C,14.849
*CC(*)OC(=O)c1ccc(Cl)cc1,18.831
*CC(*)OC(=O)c1ccccc1Cl,18.468
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.606
*CC(*)C(=O)OCCOC,12.533
*CC(CCCC)O*,11.692
*CC(*)(CO)C(=O)OCC,12.283
*CC(O*)C(C)(C)C,11.581
*CC(*)(C)C(=O)OCCO,12.36
*CCCCCCO*,11.711
*OC(C)(C)C(*)(C)C,11.564
*CC(OC)C1C(=O)OC(=O)C1*,13.604
*Cc1ccccc1CSS*,19.404
*CC(*)(C#N)C(=O)OC(C)C,13.785
*Oc1c(OC)cc(*)cc1OC,16.082
*/C=C/C(C)C(*)C(=O)OC,13.676
*CC(C)(CC)CO*,11.578
*CC(CC)(CCl)CO*,13.348
*CC(C)(CC)CS*,13.782
*CCOC(=O)COCC(=O)O*,13.432
*CCCCCCS*,14.162
*Oc1cc(OC)c(*)cc1OC,16.027
*CC(=O)OC(=O)c1cccc(O*)c1,17.63
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C1(F)F,12.814
*CCSSCCOCO*,16.454
*CC(S*)C(C)(C)C,13.802
*C(=O)N(*)CC(C)CC,12.513
*/C(OC)=C(\OC)c1ccc(*)s1,18.777
*OC(=O)CSCCSCC(*)=O,18.114
*C/C=C/C[Si](*)(C)C,14.956
*CCN(*)C(=O)CCC,12.579
*CCCCOC(=O)SC(=O)O*,16.135
*CCCCCOC(=O)O*,12.471
*CCCN(*)C(=O)CC,12.449
*NC(C(*)=O)C(C)CC,12.383
*CC(C)(CC)C(=O)N*,12.35
*C(*)=NC(C)c1ccccc1,16.712
*Cc1ccc(CSSS*)cc1,22.97
*CCN(*)C(=O)C(C)C,12.491
*CCc1ccc(*)c(C)c1,15.623
*NC(CC(C)C)C(*)=O,12.502
*NC(CCC(=O)OC)C(*)=O,13.247
*C(Cl)C(*)OCCCC,13.719
*CC(*)c1ccc(CCl)cc1,17.797
*CC(*)c1ccccc1C(F)(F)F,15.513
*c1cccc(C(F)(F)C(F)(F)C(*)(F)F)c1,15.757
*C1CCCC(S(*)(=O)=O)C1,13.593
*CC(*)C(=O)NCCC,12.559
*CC(*)(C)C(=O)NCC,12.491
*CC(*)c1cccc2c1OCO2,16.205
*CC(*)S(=O)(=O)c1ccccc1,17.18
*CC(*)c1ccc2c(c1)OCO2,16.318
*CC(*)C(=O)OCC(C)O,12.458
*CC(*)(C)C(=O)OCC=C,13.421
*/C=C(/*)C(C)(C)CC,12.687
*CC(*)C(=O)N(C)CC,12.416
*CC(*)(C)C(=O)OCSC,14.836
*CC(*)C(=O)Oc1c(F)c(F)c(F)c(F)c1F,16.531
*CCOC(=O)CC(C)O*,12.509
*CC(CS(=O)(=O)CC)O*,13.58
*OC(*)CCCCC,11.681
*CCCOC(=O)C(C)O*,12.478
*Oc1ccc2cc(C(*)=O)ccc2c1,21.142
*c1cc(CC(=O)OCC)c(*)s1,17.188
*OC(C)C(=O)NC(C)C(*)=O,13.31
*OC(C)COC(=O)/C=C/C(*)=O,15.148
*C(=O)N(*)CCCCC,12.622
*NC(C)C(C)(C)C(*)=O,12.321
*NC(CC(*)=O)C(C)C,12.399
*CCCCC(Cl)(Cl)C(=O)N*,16.149
*CC(C)(C)COC(=O)O*,12.461
*NC(CC(*)=O)C(=O)OCC,13.344
*CCC1C(=O)N(C)C(=O)C1*,13.802
*Nc1nc(*)nc(-c2ccccc2)n1,20.144
*C(O)C(C)C1C(=O)OC(=O)C1*,13.579
*/C(=N\CC=C)N(*)CC=C,15.649
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,14.519
*N=P(*)(C)CCCC,13.873
*NC(CCC(*)=O)C(=O)OC,13.429
*c1nc(Cl)nc(N(*)c2ccccc2)n1,22.451
*CCN[Si](C)(C)N*,13.499
*Nc1ccc(*)cc1OCC,16.006
*c1ccc(*)n1CCC(=O)NO,15.651
*O[Si](*)(C)CCCC(=O)O,14.023
*C[Si](*)(C)c1ccccc1,17.487
*O[Si](C)(C)[Si](*)(C)C,15.856
*c1ccc([Si](*)(C)C)cc1,17.488
