SMILES,TD
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,2.04
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,2.15
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCS*)cc1,1.57
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,2.01
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,2.05
*CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)CCCCC(=O)O*)cc1,2.19
*CCCCCC(=O)OCCCCCCOC(=O)c1ccc(O*)cc1,2.1
*CCCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCCS*)cc1,1.98
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCO*)cc1,2.04
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,1.96
*CCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,2
*CCCCCCCCC(=O)NCCc1ccc(CCNC(=O)CCCCCCCCS*)cc1,2.12
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCCCO*)cc1,2.32
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCCCCS*)cc1,2.01
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,2.06
*CCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,1.89
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,2.04
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCO*)cc1,2.28
*CCCCCCCCCCC(=O)OCCCCCCOC(=O)c1ccc(O*)cc1,2.24
*CCCCCCCCCCC(=O)OCCOC(=O)c1ccc(O*)cc1,2.18
*CCCCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,2.67
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.36
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,2.11
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,2.43
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.74
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)O*,2.08
*CCCCCCCCCCCCCCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1,2.53
*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,2.45
*CCCCCCCCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.44
*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,2.07
*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,2.33
*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.99
*CCCCCCCCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1,2.4
*CCCCCCCCCCCCNC(=O)c1ccc(-c2ccc(C(=O)N*)cc2)cc1,3.16
*CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.71
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,1.64
*CCCCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.37
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,2
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,2.1
*CCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.87
*CCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,2
*CCCCCCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1,2.27
*CCCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.15
*CCCCCCCCCCNC(=O)c1ccccc1C(=O)N*,1.92
*CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,1.76
*CCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.64
*CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.45
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)O*)cc1,2.61
*CCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.68
*CCCCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.15
*CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.26
*CCCCCCCCCSC(=O)S*,1.7
*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,2.16
*CCCCCCCCNC(=O)c1ccccc1C(=O)N*,1.62
*CCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,2.15
*CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.16
*CCCCCCCCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,1.78
*CCCCCCCCOc1ccc(C(c2ccc(O*)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.58
*CCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.13
*CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.04
*CCCCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,1.79
*CCCCCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1.62
*CCCCCCNC(=O)c1ccc(C(C)(C)c2ccc(C(=O)N*)cc2)cc1,2.1
*CCCCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,2.06
*CCCCCCNC(=O)c1ccc(C(C)c2ccc(C(=O)N*)cc2)cc1,1.96
*CCCCCCNC(=O)c1ccc(Cc2ccc(C(=O)N*)cc2)cc1,2.06
*CCCCCCNC(=O)c1ccccc1C(=O)N*,1.62
*CCCCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,1.77
*CCCCCCOC(=O)CCCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCCC(=O)O*)cc1,1.35
*CCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.65
*CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.35
*CCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,1.47
*CCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.4
*CCCCCCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,2.06
*CCCCCCS(*)(=O)=O,1.72
*CCCCCNC(=O)c1cccc(C(=O)N*)c1,2.01
*CCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.58
*CCCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.56
*CCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,1.78
*CCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.44
*CCCCCOC(=O)c1ccccc1C(=O)O*,1.75
*CCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,1.6
*CCCCNC(=O)Cc1ccc(CNC(=O)CCCO*)cc1,1.94
*CCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.07
*CCCCNC(=O)c1ccc(C(=O)N*)cc1,2.18
*CCCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,2.04
*CCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,1.45
*CCCCOC(=O)CCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.62
*CCCCOC(=O)CCCCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.56
*CCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.68
*CCCCOC(=O)CCCCCCCCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)O*)cc1,1.84
*CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,2.15
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.93
*CCCCOC(=O)SSSSC(=O)O*,1.06
*CCCCOC(=O)c1ccc(C(C)(C)c2ccc(C(=O)O*)cc2)cc1,1.56
*CCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.58
*CCCCOC(=S)c1cccc(C(=S)O*)c1,1.25
*CCCCc1ccc(*)cc1,2.51
*CCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,1.52
*CCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1.62
*CCCN*,2.31
*CCCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,1.73
*CCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.41
*CCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.07
*CCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.44
*CCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,1.75
*CCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.52
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.73
*CCN(*)C(=O)CCCCCCCCCCCC,2.38
*CCN(*)C(=O)CCCOc1ccc(SC)cc1,1.59
*CCN(*)C(=O)c1ccc(Cl)cc1,1.24
*CCN(*)C(=O)c1ccc(OC)cc1,1.41
*CCN(*)C(=O)c1ccc(OCC=C)cc1,1.52
*CCN(*)C(=O)c1ccsc1,1.4
*CCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,1.54
*CCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,1.62
*CCN(CCCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1)CCOC(=O)NCCCCCCNC(=O)O*,2.06
*CCN(CCCC)C(=O)c1ccc(C(=O)N(*)CCCC)cc1,1.65
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,1.85
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)CCC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,2.16
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Br)cc2)cc1,1.7
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C(C)=O)cc2)cc1,2.13
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C(C)C)cc2)cc1,2.04
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C)cc2)cc1,2.11
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(C)cc2C)cc1,2.17
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,1.92
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(F)cc2)cc1,1.87
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccc(OC)cc2)cc1,1.97
*CCN(CCOC(=O)NCCCCCCNC(=O)O*)c1ccc(/N=N/c2ccccc2)cc1,2.03
*CCN*,2.26
*CCNC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)N*)cc2)cc1,1.95
*CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,1.85
*CCOC(=O)Cc1ccc(-c2ccc(CC(=O)O*)cc2)cc1,1.79
*CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(C)c2)cc1C,3.43
*CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O*)cc2)cc1,2.7
*CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)c(C)c2)cc1C,2.03
*CCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1.74
*CCOC(=S)c1cccc(C(=S)O*)c1,1.48
*CCOCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.36
*CCOCCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,1.79
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,2.06
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCCCC)c1,2.09
*CCS/C(=N\c1ccccc1)S*,1.49
*CCc1c(C)c(C)c(*)c(C)c1C,2.27
*CCc1cc(*)c(C)cc1C,1.55
*CCc1cc(Cl)c(*)cc1Cl,0.989
*CCc1ccc(*)c(Cl)c1Cl,1.24
*CCc1ccc(*)c(F)c1,1.64
*CCc1ccc(C(=O)O*)cc1,1.84
*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1,1.82
*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,2.12
*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1,2.26
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,2.64
*CCc1ccc(Cc2ccc(*)cc2)cc1,2.58
*CCc1ccc(Cc2ccc(CCS*)cc2)cc1,1.72
*COC(=O)NCCCCCCNC(=O)OCc1cccc(*)n1,1.81
*COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,1.77
*Cc1c(C)c(C)c(CNC(=O)CCCCC(=O)N*)c(C)c1C,1.5
*Cc1c(C)c(C)c(CSC(=O)C(=O)S*)c(C)c1C,1.39
*Cc1c(C)c(C)c(CSC(=O)CCC(=O)S*)c(C)c1C,1.48
*Cc1c(C)c(C)c(CSC(=O)CCCCCCC(=O)S*)c(C)c1C,1.41
*Cc1cc(*)c(N)c(C)c1N,1.57
*Cc1cc(C)c(*)cc1C,2.05
*Cc1cc(C)c(C(=O)O*)cc1C,1.75
*Cc1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.49
*Cc1ccc(C(=O)N*)cc1,2.16
*Cc1ccc(CN(C)C(=O)CCCCC(=O)N(*)C)cc1,1.71
*Cc1ccc(CN(C)C(=O)CCCCCCC(=O)N(*)C)cc1,1.76
*Cc1ccc(CN(C)C(=O)CCCCCCCCC(=O)N(*)C)cc1,1.72
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCC(=O)N(*)C)cc1,2.17
*Cc1ccc(CN(C)C(=O)CCCCCCCCCCCCC(=O)N(*)C)cc1,1.99
*Cc1ccc(CN(CC)C(=O)CCCCC(=O)N(*)CC)cc1,1.87
*Cc1ccc(CN(CC)C(=O)CCCCCCC(=O)N(*)CC)cc1,1.96
*Cc1ccc(CN(CC)C(=O)CCCCCCCCC(=O)N(*)CC)cc1,1.89
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCC(=O)N(*)CC)cc1,2.18
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCC(=O)N(*)CC)cc1,2.06
*Cc1ccc(CN(CC)C(=O)CCCCCCCCCCCCCCC(=O)N(*)CC)cc1,1.79
*Cc1ccc(CN/C(C)=N/*)cc1,1.86
*Cc1ccc(CNC(=O)CCCCC(=O)N*)cc1,2.01
*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,2.05
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,2.48
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,2.36
*Cc1ccc(COC(=O)CCCCCCC(=O)O*)cc1,1.76
*Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O*)cc1,1.92
*Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,2
*Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O*)cc1,1.57
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,1.61
*Cc1ccc(CSC(=O)NCCCCCCNC(=O)S*)cc1,1.84
*Cc1cccc(CN(C)C(=O)CCCCC(=O)N(*)C)c1,1.49
*Cc1cccc(CNC(=O)/C=C(\C)C(=O)N*)c1,1.62
*N=C1C=CC(=NC2=CC(=O)C(*)=CC2=O)C=C1,3
*Nc1cc(*)ccc1C,1.82
*Nc1cc(*)ccc1CC,1.91
*Nc1cc(*)ccc1CCCCCCCCCCCC,2.29
*Nc1cc(*)ccc1N,1.9
*Nc1cc(*)ccc1OCCCCCC,1.87
*Nc1cc(C)c(*)cc1C,4
*Nc1cc(C)c(*)cc1OC,2.44
*Nc1cc(OCC)c(*)cc1OCC,2.76
*Nc1cc(OCCCC)c(*)cc1OCCCC,2.79
*Nc1cc(OCCCCCC)c(*)cc1OCCCCCC,1.82
*Nc1ccc(*)cc1-c1ccccc1,2.75
*Nc1ccc(*)cc1C,3.54
*Nc1ccc(*)cc1C(C)C,2.3
*Nc1ccc(*)cc1C(C)CC,2.65
*Nc1ccc(*)cc1CCC,2.52
*Nc1ccc(*)cc1Cl,2.35
*Nc1ccc(*)cc1F,3.09
*Nc1ccc(*)cc1N,3.93
*Nc1ccc(*)cc1OCCCC,2.36
*Nc1ccc(*)cc1OCCCCCC,2.51
*Nc1ccc(*)cc1OCCCCCCCCCCCC,2.11
*Nc1ccc(-c2ccc(*)cc2)c(C)c1,5.25
*Nc1ccc(-c2ccc(*)cc2)c(OC)c1,4.22
*Nc1ccc(-c2ccc(*)cc2)cc1,5.18
*OC(*)CCC#N,1.19
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,1.32
*OC(=O)CCSCc1ccc(CSCCC(*)=O)cc1,1.35
*OC(=O)CCSc1ccc(SCCC(*)=O)cc1,1.45
*OC(=O)CCc1ccc(CCC(*)=O)cc1,1.73
*OC(=O)CSCc1ccc(CSCC(*)=O)cc1,1.11
*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,1.9
*OC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,1.99
*OC(C)CCOC(=O)c1cccc(-c2cccc(C(*)=O)c2)c1,1.53
*OC(C)CCOC(=O)c1ccccc1-c1ccccc1C(*)=O,1.49
*OC(C)COC(=O)/C=C(/CC(*)=O)c1cc(C)ccc1OC,1.48
*OC(C)COC(=O)/C=C(/CC(*)=O)c1ccc(OCC)cc1,1.39
*OC(C)COC(=O)c1ccc(-c2ccc(C(*)=O)cc2)cc1,2.22
*OC(C)COC(=O)c1cccc(-c2cccc(C(*)=O)c2)c1,1.58
*OC(C)COC(=O)c1ccccc1-c1ccccc1C(*)=O,1.39
*OC(c1ccc(Cl)cc1)C(C)(C)C(*)=O,0.93
*OC(c1ccc(OC)cc1)C(C)(C)C(*)=O,1.37
*OC1CCC(OC(=O)CCC(*)=O)CC1,1.32
*OS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,1.37
*Oc1c(C(C)C)cc(C(*)=O)cc1C(C)C,2.06
*Oc1c(C)cc(*)cc1C(C)CCCCCCCCCCCC,2.04
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,1.11
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,1.52
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,1.9
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)CCCCCCCCC(*)=O)c(C)c2)cc1C,1.69
*Oc1c(C)cc(CC(*)C=C)cc1C,1.58
*Oc1c(CC(C)C)cc(*)cc1-c1ccccc1,1.91
*Oc1c(CCC)cc(*)cc1-c1ccccc1,1.85
*Oc1c(CCCCC)cc(*)cc1-c1ccccc1,2.04
*Oc1c(CCCCCCC)cc(*)cc1-c1ccccc1,1.84
*Oc1c(CCCCCCCCC)cc(*)cc1-c1ccccc1,2.02
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC(*)=O)c(Cl)c2)cc1Cl,1.2
*Oc1c(Cl)cc(C(c2cc(Cl)c(OC(*)=O)c(Cl)c2)C(Cl)(Cl)Cl)cc1Cl,0.915
*Oc1c([2H])c([2H])c(C(c2c([2H])c([2H])c(OC(*)=O)c([2H])c2[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])c([2H])c1[2H],1.6
*Oc1cc(C)c(*)cc1C,2.89
*Oc1cc(C)c(CC(*)C=C)cc1C,1.61
*Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC(*)=O)cc2Cl)c(Cl)c1,1.28
*Oc1ccc(*)cc1,3.23
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,2.91
*Oc1ccc(-c2ccc(OC(=O)CCCCCC(*)=O)cc2)cc1,2.02
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,2.91
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,2.85
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1.85
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,2.3
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1.74
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,3.13
*Oc1ccc(C(*)=O)cc1CCCCCC,3.27
*Oc1ccc(C(*)=O)cc1CCCCCCCCCC,2.34
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCC,2.73
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCC,2.72
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCC,2.8
*Oc1ccc(C(*)=O)cc1CCCCCCCCCCCCCCCCCC,2.47
*Oc1ccc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1,1.33
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,1.79
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,1.67
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1,1.81
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1C,1.54
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,1.37
*Oc1ccc(C(C)(C)c2ccc(OC(*)=S)cc2)cc1,1.74
*Oc1ccc(C(C)(C)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,2.25
*Oc1ccc(C(C)(C)c2ccc(OC(=O)C(*)=O)cc2)cc1,1.87
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,1.87
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,1.84
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1.99
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccccc4-c4ccccc4C(=O)c4ccc(*)cc4)cc3)cc2)cc1,1.92
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,1.98
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=S)cc2)cc1,1.73
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)c(C)c2)cc1C,1.59
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,1.48
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,1.9
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=S)cc2)cc1,1.58
*Oc1ccc(C(C)(CC)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,1.75
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)c(C)c2)cc1C,1.94
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,1.78
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,2.05
*Oc1ccc(C(C)(CCCC)c2ccc(OC(*)=O)cc2)cc1,2.16
*Oc1ccc(C(C)(CCCCCCC)c2ccc(OC(*)=O)cc2)cc1,1.93
*Oc1ccc(C(C)(c2ccc(*)cc2)C(F)(F)F)cc1,1.55
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,1.75
*Oc1ccc(C(C)c2ccc(OC(*)=O)c(C)c2)cc1C,2.47
*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,2.51
*Oc1ccc(C(C)c2ccc(OC(*)=S)cc2)cc1,2.12
*Oc1ccc(C(CC)(CC)c2ccc(OC(*)=S)cc2)cc1,1.81
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,2.02
*Oc1ccc(C(CC)c2ccc(OC(*)=S)cc2)cc1,2.51
*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,2.09
*Oc1ccc(C(CCC)c2ccc(OC(*)=S)cc2)cc1,1.9
*Oc1ccc(C(CCCC)(CCCC)c2ccc(OC(*)=O)cc2)cc1,1.98
*Oc1ccc(C(CCCCC)(CCCCC)c2ccc(OC(*)=O)cc2)cc1,2.22
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,2.01
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(C)C)cc1,1.95
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(CC)CC)cc1,1.89
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccccc4-c4ccccc4C(=O)c4ccc(*)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.54
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,1.24
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC(C)CC(C)(C)C2)cc1,2.12
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,1.44
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(C(*)=O)cc8)cc7)CCC(C(C)(C)C)CC6)cc5)cc4)cc3)CC3CC2C2CCCC32)cc1,1.92
*Oc1ccc(CNC(=O)CCCCC(=O)NCc2ccc(OC3COC4C(*)COC34)cc2)cc1,2.14
*Oc1ccc(Cc2ccc(*)cc2)cc1,2.08
*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,1.75
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,2.13
*Oc1ccc(Cc2ccc(OC(*)=S)cc2)cc1,2.39
*Oc1ccc(Cc2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,1.77
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)c(C)c1,2.39
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1C,2.49
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(C)cc2)cc1,3.03
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1C,2.74
*Oc1cccc(*)c1,1.67
*Oc1cccc(*)c1C#N,1.8
