SMILES,MU
*/N=N/c1ccc(-c2ccc(*)c(C)c2)cc1C,1.122480045
*CC(*)(C)C(=O)Oc1ccc(C)cc1C,1.279378175
*CC(*)CCCCCCCC,0.091318737
*OC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,1.58468643
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,3.156373321
*C1CC2CC1C(*)C2CCCC,0.056064415
*CCC1CC(*)C2C3CCC(C3)C12,0.080559074
*CCCCOC(=O)SSSSC(=O)O*,3.90012505
*CCCCCCCCc1nnc(*)o1,3.151378919
*OC(c1ccc(OC)cc1)C(C)(C)C(*)=O,4.390698055
*CC(*)(C)C(=O)OCCC(C)(C)C,1.558265216
*CC(*)(C)C(=O)OCCCCCC,1.628702187
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,0.372769701
*CC(*)c1ccc(COCCC)cc1,1.569915035
*CC(*)(C)C(=O)OC(C)C(C)(C)C,1.778351227
*CCc1ccc(Cc2ccc(*)cc2)cc1,0.302594832
*c1cc(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(*)s1,2.521612033
*CC(*)CCCC1CCCCC1,0.057721154
*c1cc(OCCCCCCC)c(*)s1,2.238378017
*Oc1c(CCC)cc(*)cc1-c1ccccc1,1.99755325
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,2.709000181
*CC(*)c1cc(C(C)(C)C)ccc1C,0.328907099
*CC/C=C(/*)CCCCCCC,0.263661123
*CC(*)c1ccccc1C(=O)Nc1ccccc1,3.079860423
*c1cc(/C=N/c2ccc(C)cc2)c(*)c(OC)c1,1.88976735
*CCC(C(=O)OCC)C(*)C(=O)OCC,2.975837388
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,1.364777806
*CC(*)C(=O)OC(C)CCCCC,1.877521593
*CC(*)(C)C(=O)OCC1(C)COCOC1,2.84891615
*CC(*)C(=O)Oc1ccccc1-c1ccccc1,1.456515984
*CC(COc1ccccc1C(C)C)O*,1.41967212
*CCCCNC(=O)c1ccc(C(=O)N*)cc1,3.232324501
*CC(*)OCC(C)(C)CC(C)C,1.158065834
*CCCCNC(=O)c1cccc(C(=O)N*)c1,3.000358199
*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,2.084875511
*CC(*)c1ccccc1C(=O)Oc1ccccc1,1.30881661
*CCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,1.673488095
*c1sc(*)c(OCCOCCCC)c1C,1.648944263
*Oc1ccc(C(C)(c2ccc(*)cc2)C(F)(F)F)cc1,2.407720247
*CC(*)(C)C(=O)OC1CCC(C)CC1,1.864022243
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,3.512578669
*CC(*)(C)C(=O)OC1CCCCC1C,1.858396845
*CC(*)(C)C(=O)OC1CCCC(C)C1,1.742785074
*OC(=O)CCSc1ccc(SCCC(*)=O)cc1,3.956800626
*CCCCCCCCCCO*,1.790265935
*OC(=O)CSCc1ccc(CSCC(*)=O)cc1,4.553906863
*CC(*)C(=O)Oc1ccccc1C(C)(C)C,1.500833975
*CC(COc1ccc(-c2ccccc2)cc1)O*,1.511893922
*Oc1ccc(C(*)=O)cc1CCCCCC,4.273955115
*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,1.242621539
*Nc1cc(OCC)c(*)cc1OCC,2.882728041
*CC(*)c1ccccc1C(=O)OCCCC,1.734956106
*CCCCSSCCCCOCO*,2.14020735
*CCCOC(=O)C1CCC(C(=O)O*)CC1,0.682731189
*CCCCSSCCCCO*,2.302037994
*Oc1c(C)cc(/N=N/c2ccc(C(*)=O)cc2)cc1C,4.4452931
*CCCCCCCCCOCO*,0.456838618
*CC(*)c1ccccc1COCCCC,0.856082514
*/C=C(/*)c1c(C)cc(C(C)(C)C)cc1C,0.094513418
*/C=C/c1cc(OCCCC)c(*)cc1OC,2.330404696
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,3.63043599
*CC(*)c1ccccc1C(=O)OCC(C)C,1.124217121
*Cc1cccc(CNC(=O)/C=C(\C)C(=O)N*)c1,4.496005615
*CC(*)C(=O)Oc1ccc(C(C)(C)C)cc1,1.512804382
*CCCCNC(=O)CCCCC(=O)N*,0.902097033
*CC(*)C(=O)OCCSCCCC#N,3.103676366
*CC(*)(C)C(=O)OCCN(CC)CC,1.373687016
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,2.25749253
*/C=C(/*)CNS(=O)(=O)c1ccc(CCC)cc1,4.923396694
*CC(*)(C)C(=O)OCCNC(C)(C)C,1.778182727
*Nc1cc(*)ccc1OCCCCCC,1.65129564
*CCCCCCCCCSC(=O)S*,3.10970162
*CC(*)CCCCCCCCC,0.072078309
*CC(CCl)(CCl)COC(=O)c1ccccc1C(=O)O*,3.499938083
*CC(*)(C)C(=O)OCCCN1CCCC1=O,5.133321113
*CC(*)C(=O)OC(C)CCCCCC,1.508374119
*CC(*)(CC(=O)OCCC)C(=O)OCCC,0.348884445
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,2.223075662
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,3.748283625
*c1sc(*)c(OCCCCCCC)c1C,1.501006148
*Oc1c(C(C)C)cc(C(*)=O)cc1C(C)C,4.784273754
*CC(*)C(=O)OCC(CC)CCCC,1.648170512
*c1cc(OCCOCCCC)c(*)s1,2.02438081
*CC(*)c1ccccc1C(=O)OCCN(C)C,1.77520466
*/C(CCCCCC)=C(/*)c1ccccc1,0.487040901
*CC(*)c1ccccc1COCc1ccccc1,1.516773138
*/C=C/CC(C*)(c1ccccc1)c1ccccc1,0.286001958
*CC(*)C(=O)N(CC=C)c1c(C)cccc1C,3.248341386
*/C=C/CCCCCCCCCC*,0.459542442
*CCCCCOC(=O)c1ccccc1C(=O)O*,3.052970251
*CC(*)c1ccccc1C(=O)OC(C)C,2.587557454
*CC(*)c1ccc(CCCCCC)cc1,0.127791687
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,2.539567184
*CC(*)c1cc(C(C)C)ccc1C(C)C,0.269623927
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.270200519
*Oc1ccc(C(C)(C)c2ccc(OC(*)=S)cc2)cc1,5.660615672
*Oc1c(CC(C)C)cc(*)cc1-c1ccccc1,2.022730382
*CC(*)c1ccc(OCCCC)cc1,1.22818369
*CC(*)C(=O)N(CCCC)CCCC,3.601676869
*CCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,4.411438234
*c1nc2cc(-c3ccc4[nH]c(-c5ccc(*)o5)nc4c3)ccc2[nH]1,3.648386485
*CC(*)c1ccc(C(C)C)cc1C(C)C,0.24586451
*c1cc(OCCCCCC)c(*)cc1OC,2.198021521
*CC(*)C(=O)OC1CC(C)CC(C)(C)C1,1.607471591
*Oc1ccc(C(CC)c2ccc(OC(*)=S)cc2)cc1,5.746072691
*CC(NC=O)C(c1ccccc1)C(*)(C#N)C(=O)OC,4.127242921
*OC1CCC(OC(=O)CCC(*)=O)CC1,3.543291808
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1,2.313300988
*CC(*)c1ccccc1C(=O)OCCCCC,1.505407388
*CC(*)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,1.711494019
*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccccc1,0.391200926
*/C=C/C(C(=O)OC(C)C)C(*)C(=O)OC(C)C,3.393088265
*CCCCCNC(=O)c1cccc(C(=O)N*)c1,3.720571134
*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,4.206114401
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,2.402559193
*COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,1.184098994
*CCCCCCCCCCOCO*,0.55109782
*Oc1c(Cl)cc(C(c2cc(Cl)c(OC(*)=O)c(Cl)c2)C(Cl)(Cl)Cl)cc1Cl,1.114567855
*c1cccc(-c2nc3ccc(-c4ccc5oc(*)nc5c4)cc3o2)c1,2.15307216
*CC(*)c1ccccc1C(=O)OCCC(C)C,2.005744574
*CC(*)c1ccccc1COCCC(C)C,1.425112
*Oc1ccc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1,3.665669243
*c1ccc(*)c2nc(-c3ccccc3)c(-c3ccccc3)nc12,0.568229271
*C1CC2CC1C(*)C2CCCCCC,0.100462745
*CC(*)c1ccccc1COCCCCC,1.427229674
*/C=C/C(C(=O)OCCCC)C(*)c1ccccc1,1.531639808
*CC(C(=O)Oc1ccccc1)C(C(=O)O)C(*)(C)C,1.591077253
*CCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,2.770496264
*CC(O)CN(*)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,6.913584561
*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,2.874550039
*CCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.92891578
*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1.131385496
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,2.513506859
*CC(O)CN(*)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,8.571292517
*CC(*)(C)C(=O)OCCCCCCCC,1.958512391
*CC(*)CCCCCCCCCC,0.113593588
*OC(C)COC(=O)c1ccccc1-c1ccccc1C(*)=O,4.544700054
*Oc1c([2H])c([2H])c(C(c2c([2H])c([2H])c(OC(*)=O)c([2H])c2[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])c([2H])c1[2H],1.565155642
*OC(C)COC(=O)c1ccc(-c2ccc(C(*)=O)cc2)cc1,1.677012613
*Cc1c(C)c(C)c(CSC(=O)C(=O)S*)c(C)c1C,3.411182621
*Nc1ccc(*)cc1OCCCCCC,2.413379469
*Oc1ccc(C(=O)Nc2ccc(SCCC(*)=O)cc2)cc1,4.81784104
*CCCCCCCCCCC(Cl)C(*)Cl,3.442711524
*CC(*)(C)C(=O)OCC(CC)CCCC,1.945507916
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,1.928135186
*CC(*)C(=O)OCCCCCCCCC,1.953506824
*CC(*)OCCOc1ccc(/C=C(\C#N)C(=O)OC)cc1,5.11930588
*CC(*)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,0.339090422
*CC(*)c1ccc(OCCC(C)C)cc1,1.228807679
*CC(*)(C)C(=O)OC12CC3CC(CC(C3)C1)C2,1.824246846
*OC(C)COC(=O)c1cccc(-c2cccc(C(*)=O)c2)c1,2.520087448
*CC(*)(C)C(=O)OCC1(C)COC(C)(C)OC1,1.752419874
*CCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,3.073458285
*Oc1cc(CCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,2.245987558
*/C=C/c1cc(OCCc2ccccc2)c(*)cc1OC,2.646692112
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,4.675359059
*c1ccc(-c2ccc(C3(*)CCCCC3)cc2)cc1,0.527874402
*CCCCCC(*)CCCCCC,0.103658125
*CCCCCCNC(=O)c1ccccc1C(=O)N*,6.002153871
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1,6.178453793
*Oc1ccc(C(C)(C)c2ccc(OC(=O)C(*)=O)cc2)cc1,1.632233011
*Oc1c(CCCCC)cc(*)cc1-c1ccccc1,2.040420963
*CC(*)C(=O)Oc1ccc(C(=O)OCc2ccccc2)cc1,2.908493795
*Cc1ccc(CNC(=O)CCCCC(=O)N*)cc1,0.34583089
*CCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,4.207882206
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=S)cc2)cc1,2.564735542
*CC(*)C(=O)OCCCCCCSCC#N,5.155287289
*c1sc(*)c2sc(CCCCCCCCC)nc12,1.361801433
*CCCCCCCCCCCC(=O)N*,3.476232621
*Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC(*)=O)cc2Cl)c(Cl)c1,1.260735862
*CCc1ccc(Cc2ccc(CCS*)cc2)cc1,1.603842625
*CC(*)(C)C(=O)OC1CC(C)CC(C)(C)C1,1.860874222
*CCCCN(C)C(=O)c1ccc(C(=O)N(*)C)cc1,6.460301172
*c1ccc(-c2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,2.406157905
*Oc1ccc(C(CCC)c2ccc(OC(*)=S)cc2)cc1,5.075521024
*c1sc(*)c(OCCCC)c1OCCCC,0.881230778
*CC1CCC(COC(=O)CCCC(=O)O*)CC1,1.110137931
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1C,4.193665216
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O*,2.142473812
*CCC1CN(c2ccc(N(C)C)cc2)CC1*,2.376300566
*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,1.833572014
*c1ccc(-c2ccc(C(*)(c3ccc(F)cc3)C(F)(F)F)cc2)cc1,2.222902353
*CCCCCCSSCCCCSS*,1.833418503
*CC1CCC(COC(=O)c2cccc(C(=O)O*)c2)CC1,2.613649762
*CCCCCCSCCCCCS*,1.753984253
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,1.272445683
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.345237242
*CC(*)(C)C(=O)OC(C)Oc1ccc(OC)cc1,1.887015724
*CC(*)c1ccccc1C(=O)OCCCCCC,2.039481053
*CCNC(=O)CCCCCCCCC(=O)N*,3.50533861
*CC(*)CCCCCCCCCCC,0.052822291
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(C)C)cc1,4.082087247
*CCCCCCCCCCN/C(C)=N/*,2.750339324
*CCc1ccc(CCOC(=O)c2ccc(C(=O)O*)cc2)cc1,3.072440612
*CCOC(=O)CCCCSCCCCC(=O)O*,3.928290833
*CCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1.840278567
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,2.467362317
*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,0.8882024
*CCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,2.748988667
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,2.770057984
*CCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,3.457107203
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,5.131740577
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,2.766055753
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,4.387366286
*CCOC(=O)Cc1ccc(-c2ccc(CC(=O)O*)cc2)cc1,1.994216117
*OC(C)CCOC(=O)c1cccc(-c2cccc(C(*)=O)c2)c1,5.791507435
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,3.209563071
*CC(C)(C)C1C(=O)N(C2CCCCC2)C(=O)C1*,1.410638687
*CCCCCNC(=O)CCCCC(=O)N*,3.823782405
*CC(*)(C)C(=O)OCCC(C)CC(C)(C)C,1.483840406
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,3.553161793
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,1.772788898
*CCCCCOC(=O)CCCCCNC(=O)O*,2.002791946
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,3.167093132
*OC(C)CCOC(=O)c1ccccc1-c1ccccc1C(*)=O,2.469021147
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,3.575428863
*CC(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,1.835708306
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,0.712315658
*CC(*)C(=O)OCc1ccc(OC(=O)OC(C)(C)C)cc1,1.8374397
*CCCCOC(=O)CCCCCCCC(=O)O*,1.448367841
*CC(*)(C)C(=O)OC1CCC(C(C)(C)C)CC1,1.685043183
*Oc1ccc(C(C)c2ccc(OC(*)=O)c(C)c2)cc1C,1.39588705
*CC(*)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.968664536
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,3.251505568
*c1ccc(C2C(C(=O)OCC)C(*)C2C(=O)OCC)cc1,2.411889698
*CC(*)c1ccc(CCCCCCCC)cc1,0.123184664
*Oc1ccc(C(CC)(CC)c2ccc(OC(*)=S)cc2)cc1,5.754177785
*OC(C)COC(=O)/C=C(/CC(*)=O)c1cc(C)ccc1OC,1.4149383
*CC(*)c1ccccc1COCCc1ccccc1,1.580148796
*CCCN(CC)C(=O)c1ccc(C(=O)N(*)CC)cc1,6.482024264
*OC(C)COC(=O)CCCCSCCCCC(*)=O,4.205620637
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,3.788667596
*OC(C)COC(=O)/C=C(/CC(*)=O)c1ccc(OCC)cc1,2.488041352
*CCCCCCCCCCCCC(=O)N*,3.272748683
*CCCCCCCCSSCCCCSS*,1.054169457
*CCCCNC(=O)CC/C=C/CCC(=O)N*,0.405990126
*c1ccc(N(*)CCCCCCCC)cc1,1.884838303
*Oc1ccc(C(C)(C)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,3.825113579
*CC(c1ccccn1)C(c1ccccc1)C(*)c1ccccn1,3.561951749
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,1.226164845
*OC(=O)CCSCc1ccc(CSCCC(*)=O)cc1,2.218771367
*Cc1ccc(COC(=O)CCCCCCC(=O)O*)cc1,2.576915199
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,7.931780092
*CCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,0.770088192
*CC(*)CCCN(CC(C)C)CC(C)C,0.708919811
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,2.254653104
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccccc2)cc1,1.481757711
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,1.136053068
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,1.429445861
*CC(*)CCCCCCCCCCCC,0.097382415
*/C=C/c1cc(OCCCCCC)c(*)cc1OC,2.583284897
*CC(*)c1ccc(COCCCCCC)cc1,1.195948997
*c1ccc(*)c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)nc12,1.387871218
*CCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,0.595771991
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,2.177520839
*CCCCCCCNC(=O)c1cccc(C(=O)N*)c1,2.737718043
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.008945414
*CCCCCCCNC(=O)CCCCC(=O)N*,0.865883026
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,2.497204679
*c1ccc(-c2ccc(C3(*)c4ccccc4-c4ccccc43)cc2)cc1,0.256346851
*CC(*)OC(=O)CCCCCCCCCCC,1.485667828
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,4.315040655
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,4.117132866
*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O*,5.101493702
*CCCCCC(*)CCCCCCCC,0.109856147
*CC(*)(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,1.70441474
*CCCCCCCCCCOC(=O)CCC(=O)O*,0.406364301
*CC(*)(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,2.361600238
*CC(*)C(=O)OC(C)CCC(CC)CCCC,1.585560377
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,2.882653422
*CC(*)(CC(=O)Oc1ccc(C)cc1)C(=O)Oc1ccc(C)cc1,0.293079785
*CC/C=C(/*)CCCCCCCCCC,0.227637213
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,3.68959589
*Nc1cc(OCCCC)c(*)cc1OCCCC,1.213878501
*CC#CC#CCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0.980272154
*Oc1ccc(OC(=O)CCCCCCCCC(*)=O)cc1,2.575133655
*CC(*)c1cc(OC(C)CC)ccc1OC(C)CC,0.327129611
*C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,6.700204134
*Oc1ccc(Cc2ccc(OC(=O)CCCCC(*)=O)cc2)cc1,3.463486055
*CC1CCC(CNC(=O)CCCCC(=O)N*)CC1,0.969211149
*CC(OC)C1CN(c2ccc(N(C)C)cc2)CC1*,3.076780114
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,2.236531183
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,4.539826101
*Oc1c(CCCCCCC)cc(*)cc1-c1ccccc1,1.864930333
*CC(*)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,4.157328586
*c1ccc(-c2ccc(-c3ccc(C(*)(CC)C(F)(F)F)cc3)cc2)cc1,2.438805757
*CCCCOC(=O)C/C(=C/C(=O)O*)c1ccc(OCC)cc1,2.94123488
*CCCCCCCCNC(=O)c1ccccc1C(=O)N*,3.010616875
*CCCCCCCCCCCCCCS*,1.805349948
*CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(C)c2)cc1C,3.955329896
*CCC(=O)Oc1ccc(OC(=O)CCN2CCN(*)CC2)cc1,0.840507265
*Oc1ccc(-c2ccc(OC(=O)CCCCCC(*)=O)cc2)cc1,5.072177484
*/C=C/CCCCCCC(Cl)CCCCCC*,2.512906302
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=S)cc2)cc1,4.544772869
*CCOC(=O)c1ccc(CCc2ccc(C(=O)O*)cc2)cc1,3.474446146
*CCN(*)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.159375366
*c1ccc(N(*)CCCCCCCCCC)cc1,1.738751799
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc(Cl)cc2)c(C)c1,4.419125724
*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(CC)CC)cc1,2.936937944
*Oc1ccc(C(*)=O)cc1CCCCCCCCCC,3.079142595
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)c(C)c1,2.930114202
*CCCCCCS(=O)(=O)CCCCCS(*)(=O)=O,3.821829245
*CC1CCC(COC(=O)CCCCCC(=O)O*)CC1,1.776278276
*CCOCCOC(=O)C(CCCCCCC)C(=O)O*,3.291662309
*CC(*)c1ccc(COCC(CC)CCCC)cc1,0.929590168
*CCC(C)(C)CC(C)COC(=O)c1ccc(C(=O)O*)cc1,3.432626013
*Oc1ccc(C(C)(CCCC)c2ccc(OC(*)=O)cc2)cc1,2.511145564
*NC(=O)NCCCCCCNC(=O)Nc1cccc(*)n1,6.184031342
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,5.042979942
*Oc1ccc(NC(=O)NCCCCCCNC(*)=O)cc1C,3.593029218
*Oc1ccc(C(C)(CC)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,3.229001097
*CCCCCCCCNC(=O)CCCCC(=O)N*,1.210261897
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)c(C)c2)cc1C,1.823398186
*CC(*)CCCCCCCCCCCCC,0.08864598
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,0.923300752
*CCCc1ccc(CCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,0.955413202
*CCCCCCCCCCCCNC(=O)C(=O)N*,0.584974921
*CCCCCCCCCCCCSC(=O)S*,3.181843297
*CCCCCCNC(=O)CCCCCCC(=O)N*,1.244904092
*CCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,3.33413196
*CCOCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1.182638232
*CC(O)COc1ccc(C(C)(CC)c2ccc(O*)cc2)cc1,2.329288765
*c1ccc(*)c(OCCCCCCCCCC)c1,1.076674765
*CCCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,3.442946701
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCC,3.583980737
*c1ccc(-c2ccc(-c3ccc(C(*)c4c(F)c(F)c(F)c(F)c4F)cc3)cc2)cc1,1.919307723
*CCCCCCCCCCCCCCC(=O)O*,1.51545003
*CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O*)cc2)cc1,2.750923392
*CC(*)C(=O)NCCCCCCCCCCCC,3.287903201
*CCCCNC(=O)CCCCCCCCC(=O)N*,3.82342119
*CCCCCCCCCCCCCCC(*)Cl,2.225112969
*Cc1ccc(CSC(=O)NCCCCCCNC(=O)S*)cc1,2.502327859
*Oc1ccc(C(=O)CCCCC(=O)c2ccc(OC(*)=O)cc2)cc1,6.05700646
*CC(*)c1ccc(CCCCCCCCCC)cc1,0.171282158
*CC(*)c1cccc(N(c2ccc(C)cc2)c2ccc(C)cc2)c1,0.436110844
*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,4.05775884
*CCC(C)CC(CC)CNC(=O)c1ccc(C(=O)N*)cc1,5.154454783
*Cc1c(C)c(C)c(CSC(=O)CCC(=O)S*)c(C)c1C,2.552846296
*CC(*)c1ccc(COc2ccc(-c3ccc(C#N)cc3)cc2)cc1,6.567438485
*c1cc(CCCCCC)c(*)cc1CCCCCC,0.315117529
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,2.634591601
*CC(*)c1ccc(CCCCCCCCC)cc1,0.16662538
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0.208183563
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc(C#N)cc2)c(C)c1,5.015549751
*CCCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,3.358033
*CC(*)(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,2.160142851
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,3.412615086
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(C)cc2)cc1,3.50353469
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccccc4)C(F)(F)F)cc3)cc2)cc1,2.322702077
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,3.523887951
*C1CC2CC1C(*)C2CCCCCCCCCC,0.051462297
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,2.362837033
