SMILES,TG
*CC(*)n1c2ccccc2c2cc3ccccc3cc21,526.15
*CC(*)n1c2ccccc2c2c3ccccc3ccc21,564.65
*CC(*)(CC(=O)O)C(=O)O,414.15
*CC(*)N1CCCC1=S,353.15
*/C=C/CC(C*)c1ccccc1,287.15
*CC(*)[Si](C)(C)Cc1ccccc1,249.15
*CC(*)OCCOCCOCCOC,197.15
*/C=C/C1CC(*)C([Si](C)(C)C)C1,386.15
*/C=C/C1CC(*)C([Si](C)(C)C[Si](C)(C)C)C1,297.15
*/C=C(/*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,693.15
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCOc2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)C1,324.15
*/C=C/C(C*)COCC(=O)OCCCCCCCCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,296.15
*/C=C/CC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,307.15
*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,310.15
*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,310.15
*/C=C/C(C)C(*)C(=O)OC12CC3CC(CC(C3)C1)C2,388.15
*CC(*)NC=O,423.15
*CC(*)c1ccc2c(c1)OCO2,411.15
*CC(*)c1cccc2c1OCO2,392.15
*/C=C/C(C(=O)OCc1ccccc1)C(*)C(=O)OCc1ccccc1,294.15
*/C=C/C(C(=O)OCC)C(*)C(=O)OCC,279.15
*/C=C/C(COCc1ccccc1)C(*)COCc1ccccc1,269.15
*CC(*)S(=O)(=O)c1ccccc1,401.15
*/C=C(/*)c1ccccc1C(F)(F)F,403.15
*/C=C(/*)c1ccccc1[Si](C)(C)C,463.15
*/C=C(/*)c1c(C)cc(C(C)(C)C)cc1C,473.15
*/C=C(/*)c1ccccc1[Ge](C)(C)C,453.15
*/C=C(/*)c1ccccc1C[Si](C)(C)C,443.15
*/C=C(/*)c1c(F)c(F)c(CCCC)c(F)c1F,383.15
*/C(=C(/*)c1ccc(CCCC)cc1)c1ccccc1,473.15
*/C(=C(/*)c1ccc(C(C)(C)C)cc1)c1ccccc1,473.15
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,473.15
*/C(=C(/*)c1cccc([Si](C)(C)C)c1)c1ccccc1,473.15
*/C(=C(/*)c1cccc([Ge](C)(C)C)c1)c1ccccc1,473.15
*/C(=C(/*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,473.15
*/C=C(/*)C(CCC)[Si](C)(C)CCCCCC,313.15
*/C=C(/*)C(CCC)[Si](C)(C)c1ccccc1,383.15
*/C(C)=C(/*)SCC,433.15
*/C(C)=C(/*)SCCCCCC,383.15
*/C(C)=C(/*)SCCCCCCCCCC,333.15
*CC(*)OCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,286.15
*/C=C/C1CC(*)C(C(=O)OC)C1,338.15
*CC(*)OC(=O)/C=C/c1ccccc1,400.15
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,293.15
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,309.15
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,315.15
*/C=C/C1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,350.15
*CC(*)CO,309.15
*/C=C/C1CC(*)C(C(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,296.25
*/C=C/C1CC(*)C(C(=O)OCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,328.95
*CC(*)(CC(=O)OC)C(=O)O,432.15
*CC(*)(CC(=O)OCC)C(=O)O,408.15
*/C=C/C(C)C(*)C(=O)OCCN(C)c1ccc(N(C)C)cc1,293.65
*/C=C/C(C)C(*)C(=O)OCCCN(C)c1ccc(N(C)C)cc1,284.65
*/C=C/C(C)C(*)C(=O)OCCCCCCN(C)c1ccc(N(C)C)cc1,275.15
*CC(*)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,334.15
*CC(*)OCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,327.15
*CC(*)OCCOc1ccc(C=C(C#N)C#N)cc1,311.15
*CC(*)OCCOc1ccc(/C=C(\C#N)C(=O)OC)cc1,320.15
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,523.15
*CC(*)N,330.15
*CC(C)(/C=C(/*)C)C(=O)OC,297.15
*/C=C/C(C)(C(=O)OC)C(*)C,307.15
*CC(*)P(=O)(O)O,361.15
*CC(*)C1=NCCN1,224.8
*/C=C/C1=C(*)CC(C(=O)OCC)(C(=O)OCC)C1,300.8
*/C=C/C1CC(*)C(C#N)C1,413.15
*/C=C/C1CC(*)C(C#N)(CC)C1,407.15
*/C=C/C1CC(*)C(C#N)(CCC)C1,381.15
*/C=C/C1CC(*)C(C#N)(CCCC)C1,360.15
*/C=C/C1CC(*)C(C#N)([Si](C)(C)C)C1,484.15
*/C=C/C1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)C)C1,361.15
*/C=C/C1CC(*)C(C#N)([Si](C)(C)O[Si](C)(C)O[Si](C)(C)C)C1,320.15
*/C=C/C1CC(*)C(C#N)(C[Si](C)(C)C)C1,401.15
*/C=C/C1CC(*)C(C#N)(C[Si](C)(C)O[Si](C)(C)C)C1,341.15
*/C=C/C1CC(*)C(C#N)([Si](C)(C)[Si](C)(C)C)C1,393.15
*CC(*)CN,463.15
*CC(*)n1cncn1,438.15
*CC(C#N)C(CCC(C)(O)C=C)C(*)(C)C,323.15
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc4c(c3)C(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)c3cc(*)ccc3-4)ccc1-2,486.15
*CC/C(=C(/*)c1ccccc1)c1ccccc1,393.65
*/C(C)=C(/*)[Ge](C)(C)C,523.15
*CC(OC(C)=O)C(CCC(C)(O)C=C)C(*)(C)C,358.15
*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)C(CC3=NC(Cc5ccccc5)CO3)(CC3=NC(Cc5ccccc5)CO3)c3cc(*)ccc3-4)ccc1-2,387.15
*/C=C/C1CC(*)C(C(=O)Oc2ccccc2)C1,345.75
*/C=C/C1CC(*)C(C(=O)Oc2ccccc2)C1C(=O)Oc1ccccc1,369.65
*/C=C/c1ccc2c(c1)C(CCCCCCOc1ccc3ccc(=O)oc3c1)(CCCCCCOc1ccc3ccc(=O)oc3c1)c1cc(/C=C/c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(*)ccc3-4)ccc1-2,388.15
*/C=C/C1CC(*)C(C(=O)OC)C1C(=O)OC,350.45
*/C=C/C1CC(*)C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,356.55
*/C=C/CCCC(Cl)CCC*,210.15
*/C=C/CCCCCCC(Cl)CCCCCC*,216.15
*/C=C/CCCCCCCCCC(Cl)CCCCCCCCC*,236.15
*CC(*)n1ccc2ccccc21,292.15
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,237.15
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,252.15
*/C=C/CCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,197.15
*/C=C/C(*)(C)c1ccccc1,325.15
*C1C2CC(C1*)C([Si](C)(C)C)C2,576.15
*CC(*)N1CCCCCC1=O,447.75
*/C=C(/*)CCCOC(=O)c1cc(-c2ccc(OC)cc2)ccc1-c1ccc(OC)cc1,345.55
*C1C2CC(CCCCCCCCC(=O)OCC)C(C2)C1*,407.15
*/C=C/C1CC(*)C(C(=O)OCCNC(C)(C)C)C1,302.15
*C1C(*)C2CC1C(COCc1ccccc1)C2COCc1ccccc1,449.15
*C1C2CC(CCCCc3ccccc3)C(C2)C1*,421.15
*CC(*)c1nnn[nH]1,345.15
*CC(*)C(=O)NC,444.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)O)cc1,383.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,308.15
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc(/C=N/c2ccc(C#N)cc2)cc1,296.15
*CC(*)(C)C(=O)OCCO[Si](C)(C)C,362.15
*CC(*)(C)C(=O)OC1CCCC1,348.15
*CC(*)C(=O)OCC(C)O,266.15
*CC(*)(C)C(=O)OCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,333.15
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,254.15
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,260.15
*CC(*)(CC(=O)OC1CCCCCCC1)C(=O)OC1CCCCCCC1,397.15
*CC(OC)C(C(=O)OC)C(*)C(=O)OC,332.65
*CC(OCC)C(C(=O)OC)C(*)C(=O)OC,323.15
*CC(OCC(C)C)C(C(=O)OC)C(*)C(=O)OC,317.65
*CC(OCCCC)C(C(=O)OC)C(*)C(=O)OC,305.65
*CC(OC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,407.15
*CC(OCC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,404.15
*CC(OCC(C)C)C(C)(C(=O)OC)C(*)(C)C(=O)OC,398.65
*CC(OCCCC)C(C)(C(=O)OC)C(*)(C)C(=O)OC,370.65
*CC(*)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,282.15
*CC(*)(C)C(=O)OCCn1c2ccccc2c2ccccc21,421.15
*CC(*)C(=O)n1c2ccccc2c2ccccc21,323.25
*CC(*)C(=O)NC(C)(C)CC(C)=O,345.65
*CC(*)(C)C(=O)OCC#N,364.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,319.15
*C(C(=O)OC)C(*)C(=O)OC(C)(C)C,357.15
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,343.15
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,302.65
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,322.15
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,410.15
*CC(*)(CC(=O)Oc1ccc(OC)cc1)C(=O)Oc1ccc(OC)cc1,392.65
*CC(*)C(=O)OC(OCC)C(F)(F)F,278.15
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,333.15
*CC(*)(Cl)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,385.65
*CC(*)(C)C(=O)OCc1cccs1,339.15
*CC(*)(C)C(=O)OCc1ccc[se]1,329.15
*CC(*)(C)C(=O)OCC1COCCOCCOCCOCCOC1,304.15
*CC(*)(CC(=O)Oc1ccc(OCC)cc1)C(=O)Oc1ccc(OCC)cc1,383.65
*CC(*)(CC(=O)Oc1ccc(OCCC)cc1)C(=O)Oc1ccc(OCCC)cc1,367.65
*CC(*)(CC(=O)Oc1ccc(OCCCCC)cc1)C(=O)Oc1ccc(OCCCCC)cc1,346.65
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,384.15
*CC(*)C(=O)OCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,313.15
*CC(*)C(=O)OCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,303.15
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,303.15
*CC(*)C(=O)OCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,293.15
*CC(*)C(=O)OCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,288.15
*CC(*)C(=O)OCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,288.15
*CC(*)C(=O)OCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,288.15
*CC(*)C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,288.15
*CC(*)(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC,215.15
*CC(*)(CC(=O)OCCOC)C(=O)OCCOC,307.15
*CC(*)(CC(=O)OCCOCCOC)C(=O)OCCOCCOC,232.65
*CC(*)(CC(=O)OCCOCCOCCOC)C(=O)OCCOCCOCCOC,254.15
*CC(*)(CC(=O)OCCOCCOCCOCCOCCOCCOCCOC)C(=O)OCCOCCOCCOCCOCCOCCOCCOC,232.65
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)F,350.15
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,320.15
*CC(*)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,401.15
*CC(*)(C)C(=O)Oc1c(C)cccc1C,440.15
*CC(*)(C)C(=O)Oc1cccc(C)c1C,393.15
*CC(*)C(=O)OCCCCC,216.15
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])c3ccccc23)cc1,389.15
*CC(*)C(=O)OC12CC3CC(CC(C3)C1)C2,456.15
*CC(*)(CC(=O)OC)C(=O)OC12CC3CC(CC(C3)C1)C2,470.15
*CC(*)(CC(=O)OC)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,417.15
*CC(*)(CC(=O)OC(C)C)C(=O)OC12CC3CC(CC(C3)C1)C2,453.15
*CC(*)(CC(=O)OC(C)C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,431.15
*CC(*)(CC(=O)OC(C)C)C(=O)OC(C)C,373.15
*CC(*)(C)C(=O)OC1CCC2CCCCC2C1,418.15
*CC(*)(C)C(=O)OC1CC2CC1C1C3CCC(C3)C21,472.15
*CC(*)(C)C(=O)OC1CCC1,392.15
*C(C)C(*)C(=O)OC12CC3CC(CC(C3)C1)C2,509.65
*C(C)C(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,467.65
*CC(*)(C)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,336.15
*CC(*)(CC(=O)OCC(C)C)C(=O)OCC(C)C,398.15
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccccc2)cc1,353.15
*CC(*)(C)C(=O)OCCOc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,388.15
*CC(*)(C)C(=O)OCC(C)Oc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,413.15
*CC(*)(C)C(=O)OCCCCl,323.15
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,373.15
*CC(*)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,333.95
*CC(*)C(=O)OCCn1c2ccccc2c2ccccc21,379.95
*CC(*)(C)C(=O)OCCCCCCc1ccc(/C(C)=C/c2ccc(OC)cc2)cc1,304.15
*CC(*)(C)C(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,318.15
*CC(*)(C)C(=O)OCC=C,367.15
*CC(*)C(=O)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,351.15
*CC(*)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,327.4
*CC(*)(C)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,370.15
*CC(*)(C)C(=O)OCCCCc1ccccc1,282.15
*CC(*)(C)C(=O)Oc1cc(C)ccc1C,384.15
*CC(*)(C)C(=O)OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,357.15
*CC(*)C(=O)OCCCCCCCCCCOc1cnc(-c2ccc(OC(=O)C3COC(C)(C)O3)cc2)nc1,302.15
*CC(*)(C)C(=O)OCCOCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,330.15
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],388.15
*CC(*)(C)C(=O)OCCCn1c2ccccc2c2ccccc21,386.15
*CC(*)(C)C(=O)OCCCCCn1c2ccccc2c2ccccc21,364.15
*CC(*)(C)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,346.15
*CC(*)(C)C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc21,304.15
*CC(*)C(=O)OCCCn1c2ccccc2c2ccccc21,356.15
*CC(*)C(=O)OCCCCCn1c2ccccc2c2ccccc21,326.15
*CC(*)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,321.15
*CC(*)C(=O)OCCCCCCCCCCCn1c2ccccc2c2ccccc21,288.15
*CC(*)C(=O)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3ccc(OC(C)CCCCCC)cc3)cc2)cc1,323.15
*CC(*)C(=O)OCCCCn1c2ccccc2c2ccccc21,341.15
*CC(*)C(=O)OCCCCCCCCn1c2ccccc2c2ccccc21,285.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1OC,322.15
*CC(*)(C)C(=O)OCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,482.65
*CC(*)(C)C(=O)OCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,484.65
*CC(*)(C)C(=O)OCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,476.65
*CC(*)(C)C(=O)OCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,475.65
*CC(*)(C)C(=O)OCCCCCCc1ccc(/N=N/c2ccc(OC(F)(F)F)cc2)cc1,467.65
*CC(*)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCO)cc2)cc1,295.15
*CC(*)(C)C(=O)Oc1ccc2c(c1)CCC2,386.65
*CC(*)C(=O)OCC1(CC)COCOC1,315.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)c(O)c1,543.15
*CC(*)(C)C(=O)OCCOCCOC,330.15
*CC(*)C(=O)OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,321.15
*CC(*)C(=O)Nc1ccccc1,433.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccccc2)cc1,372.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(C)cc2)cc1,371.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,350.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(-c3ccccc3)cc2)cc1,373.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(Oc3ccccc3)cc2)cc1,347.15
*CC(*)(C)C(=O)Oc1ccc(C(=O)Oc2ccc(C(=O)c3ccccc3)cc2)cc1,345.15
*CC(*)(C)C(=O)OCCCCCCCC/C=C/CCCCCCCC,233.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C)cc2)cc1,318.15
*CC(*)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,261.15
*CC(*)(C)C(=O)OC1CC(C)CCC1C(C)C,420.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,330.15
*CC(*)(C)C(=O)OCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,311.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,311.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,294.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,309.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,289.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,272.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC)cc3)cc2)cc1,330.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OC)c(Br)c2)cc1,324.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,324.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,307.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,283.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC)cc3)cc2)cc1,350.15
*CC(*)(C)C(=O)OCCCCOc1ccc(OC(=O)c2ccc(OC)c(Br)c2)cc1,342.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,304.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,314.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,285.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(-c3ccc(OC)cc3)cc2)cc1,330.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(OC(=O)c2ccc(OC)c(Br)c2)cc1,302.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,364.15
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1,458.15
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,382.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,334.15
*CC(*)(C)C(=O)OCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,357.15
*CC(*)(C)C(=O)OCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,361.15
*CC(*)(C)C(=O)OCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,321.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,312.15
*CC(*)(C)C(=O)OCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,313.15
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,307.15
*CC(*)(C)C(=O)OCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,291.15
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,297.15
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,283.15
*CC(*)(C)C(=O)OCCCCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,285.15
*CC(*)(C)C(=O)NC(C)c1cccc2ccccc12,444.15
*CC(*)(C)C(=O)NC(C)c1ccccc1,429.65
*CC(*)(C)C(=O)OCCN(C)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,383.15
*CC(*)C(=O)OC(Cl)C(Cl)(Cl)Cl,343.65
*CC(*)C(=O)Oc1c(F)c(F)c(F)c(F)c1F,337.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OCCCCCCCCCC)cc2)cc1,383.15
*CC(*)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(OCCCCC)cc2)c(O)c1,314.15
*CC(*)C(=O)OCC1(CC)COC(c2ccccc2)OC1,323.15
*CC(*)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,325.15
*CC(*)(Cl)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,334.15
*CC(*)(C)C(=O)OCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,353.15
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,308.15
*CC(*)(CCCCC)C(=O)OC,326.15
*CC(*)C(=O)NCP(=O)(O)O,299.15
*CC(*)(C)C(=O)OC1(C)CCOC(=O)C1,383.15
*CC(*)(C)C(=O)OCC1COC(c2ccccc2)O1,403.15
*CC(*)C(=O)NC(C)(C)CS(=O)(=O)O,358.15
*C(*)C(=O)OC1CCCCC1,413.15
*C(*)C(=O)OC(C)C,343.15
*CC(*)C(=O)OCCN(C)C,234.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,409.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,360.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCC,346.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCC,318.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCCCC,302.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCC,298.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCCCC,299.15
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCCCCCCCCCC,296.15
*CC(*)(Cl)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OCCCC)cc2)cc1,426.15
*CC(*)(C)C(=O)OCCN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,380.15
*CC(*)(C)C(=O)OC1(C)C2CC3CC(C2)CC1C3,438.15
*CC(*)(C)C(=O)OCCN(C)c1ccc(N(C)C)cc1,316.15
*CC(*)(C)C(=O)OCCCN(C)c1ccc(N(C)C)cc1,285.65
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(N(C)C)cc1,281.65
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,471.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,316.15
*CC(*)(C)C(=O)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,283.15
*CC(*)(C)C(=O)OCCOCCOCC1(C)COCCOCCOCCOC1,283.15
*CC(*)(C)C(=O)OCCOCCOCC1COCCOCCOCCO1,283.15
